Platform,Time,PhysicalCores,LogicalProcessors,Threads,NumConstrs,NumVars,NumNZs,Fingerprint,PresolvedNumConVars,PresolvedNumIntVars,PresolvedNumBinVars,MinCoeff,MaxCoeff,MinObjCoeff,MaxObjCoeff,MinBound,MaxBound,MinRHS,MaxRHS,PresolveTime,PresolvedNumConstrs,PresolvedNumVars,PresolvedNumNZs,RelaxObj,RelaxIterCount,RelaxTime,PreTreeSolutions,NodeCount,IterCount,Runtime,Work,ObjVal,ObjBound,MIPGap,Cuts: Cover,Cuts: Implied bound,Cuts: Clique,Cuts: MIR,Cuts: StrongCG,Cuts: Flow cover,Cuts: GUB cover,Cuts: Zero half,Cuts: RLT,Cuts: Relax-and-lift,Cores,SolCount,Status,ModelType,ChangedParams,LogFilePath,LogNumber,Cuts: Learned,Cuts: Gomory,Cuts: Projected implied bound,Cuts: Network,Cuts: BQP,Cuts: Inf proof,Cuts: Lift-and-project,OrderingTime,BarIterCount,PushPhasePInf,PushPhaseDInf,PushPhaseEndTime,Cuts: PSD,Cuts: Knapsack,Cuts: Mod-K,Cuts: Mixing,LogFile (Parameter),Threads (Parameter),Seed,Version,Group,TotalCuts,TotalInequalities,MIPGapPct
linux64,2026-07-06 15:28:53,8,8,4,100343,58965,639705,0xe5acd1d9,375,58350,50190,1.0,40000.0,2.0,60.0,1.0,2000.0,1.0,40000.0,3.94,67901,58725,289470,298.3,46347,42.45,0,15579,6032405,7200.06,8701.63,,313.9,,4.0,33.0,12.0,13.0,,,12.0,,53.0,6.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/RC1-25/RC102-25.xml_log.log,1,4.0,1.0,,,,,,,,,,,,,,,"""src/Resultados/Restriccion todas cliques/logs/RC102-25.xml_log.log""",4,0,13.0.2,RC1-25,138.0,100481.0,
linux64,2026-07-06 19:30:39,8,8,4,100898,59520,682350,0x3b7b4907,375,58905,50745,1.0,40000.0,2.0,60.0,1.0,2000.0,1.0,40000.0,2.87,68546,59280,295170,279.4,45524,27.81,0,21647,3993481,7232.65,6663.79,,288.8,,53.0,42.0,18.0,62.0,23.0,386.0,10.0,12.0,19.0,12.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/RC1-25/RC103-25.xml_log.log,1,1.0,5.0,10.0,,,,,,,,,,,,,,"""src/Resultados/Restriccion todas cliques/logs/RC103-25.xml_log.log""",4,0,13.0.2,RC1-25,653.0,101551.0,
linux64,2026-07-06 23:33:40,8,8,4,101168,59790,702870,0x15b01b6a,375,59175,51015,1.0,40000.0,2.0,60.0,1.0,2000.0,1.0,40000.0,3.97,68846,59550,297915,277.6,45811,48.21,0,20627,4405783,7201.67,5549.06,493.0,283.5,0.424949,31.0,25.0,3.0,30.0,,143.0,7.0,27.0,51.0,10.0,8,8,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/RC1-25/RC104-25.xml_log.log,1,,11.0,15.0,,,,,,,,,,,,,,"""src/Resultados/Restriccion todas cliques/logs/RC104-25.xml_log.log""",4,0,13.0.2,RC1-25,353.0,101521.0,42.4949
linux64,2026-07-07 03:37:06,8,8,4,97387,57315,607215,0x9792f610,345,56730,48555,1.0,40000.0,2.0,60.0,1.0,2000.0,1.0,40000.0,4.85,66134,57075,282375,362.6,49518,33.21,0,2175,3224141,7200.6,4177.6,,385.4,,111.0,21.0,28.0,93.0,1.0,214.0,210.0,96.0,53.0,37.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/RC1-25/RC105-25.xml_log.log,1,,4.0,23.0,,,,,,,,,,,,,,"""src/Resultados/Restriccion todas cliques/logs/RC105-25.xml_log.log""",4,0,13.0.2,RC1-25,891.0,98278.0,
linux64,2026-07-07 07:40:00,8,8,4,97163,57165,627285,0x989640da,375,56550,48390,1.0,40000.0,2.0,60.0,1.0,2000.0,1.0,40000.0,5.1,66056,56925,282225,297.5,47483,47.81,0,3004,3829034,7201.18,4256.26,510.7,327.5,0.358723,92.0,38.0,125.0,54.0,8.0,215.0,68.0,31.0,122.0,35.0,8,9,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/RC1-25/RC106-25.xml_log.log,1,4.0,1.0,19.0,,,,,,,,,,,,,,"""src/Resultados/Restriccion todas cliques/logs/RC106-25.xml_log.log""",4,0,13.0.2,RC1-25,812.0,97975.0,35.8723
linux64,2026-07-07 11:42:33,8,8,4,98186,58050,682425,0xcfbe5542,375,57435,49275,1.0,40000.0,2.0,60.0,1.0,2000.0,1.0,40000.0,5.23,66959,57810,289950,271.9,46119,27.18,0,3859,3335144,7200.72,6196.6,363.7,283.7,0.21996200000000002,134.0,113.0,4.0,74.0,18.0,599.0,84.0,36.0,79.0,122.0,8,10,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/RC1-25/RC107-25.xml_log.log,1,,17.0,133.0,,,,,,,,,,,,,,"""src/Resultados/Restriccion todas cliques/logs/RC107-25.xml_log.log""",4,0,13.0.2,RC1-25,1413.0,99599.0,21.9962
linux64,2026-07-07 15:45:06,8,8,4,98471,58335,704745,0x2bf2483b,375,57720,49560,1.0,40000.0,2.0,60.0,1.0,2000.0,1.0,40000.0,5.21,67274,58095,292875,271.3,51971,32.89,0,47326,5887110,7200.16,6278.97,,277.3,,33.0,27.0,11.0,54.0,16.0,574.0,2.0,4.0,36.0,51.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/RC1-25/RC108-25.xml_log.log,1,,25.0,21.0,,,1.0,,,,,,,,,1.0,,"""src/Resultados/Restriccion todas cliques/logs/RC108-25.xml_log.log""",4,0,13.0.2,RC1-25,856.0,99327.0,
linux64,2026-07-06 13:27:45,8,8,4,137901,78705,9588390,0x8efc13b1,735,77685,66810,1.0,40000.0,1.0,80.0,1.0,2000.0,1.0,40000.0,62.16,99276,78420,9449280,651.2,62080,333.26,0,324,1052941,7206.02,4530.4,,720.5,,354.0,303.0,391.0,493.0,2.0,36.0,179.0,81.0,336.0,372.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/RC1-50/RC101-50.xml_log.log,1,4.0,,,,1.0,,,27.57,1.0,,,,,,,,"""src/Resultados/Restriccion todas cliques/logs/RC101-50.xml_log.log""",4,0,13.0.2,RC1-50,2552.0,140453.0,
linux64,2026-07-06 17:29:45,8,8,4,151005,90195,7943730,0xf0cc467e,750,88200,77325,1.0,40000.0,1.0,80.0,1.0,2000.0,1.0,40000.0,119.28,106914,88950,7103145,511.4,58882,177.84,0,5151,1543259,7200.34,4674.46,,543.0,,175.0,403.0,107.0,184.0,7.0,1255.0,148.0,8.0,129.0,100.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/RC1-50/RC102-50.xml_log.log,1,,8.0,733.0,,,,,20.98,1.0,,,,,,,,"""src/Resultados/Restriccion todas cliques/logs/RC102-50.xml_log.log""",4,0,13.0.2,RC1-50,3257.0,154262.0,
linux64,2026-07-06 21:32:36,8,8,4,153194,93270,7502865,0x448cf8f9,750,91245,80370,1.0,40000.0,1.0,80.0,1.0,2000.0,1.0,40000.0,82.62,108749,91995,5668575,474.7,59632,189.22,0,859,836478,7201.29,5604.79,,496.6,,133.0,252.0,202.0,127.0,6.0,34.0,158.0,17.0,337.0,144.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/RC1-50/RC103-50.xml_log.log,1,,4.0,,,2.0,,,21.89,1.0,,,,,,,,"""src/Resultados/Restriccion todas cliques/logs/RC103-50.xml_log.log""",4,0,13.0.2,RC1-50,1416.0,154610.0,
linux64,2026-07-07 01:35:50,8,8,4,155535,95970,7495320,0xd8afe2fe,750,94410,83535,1.0,40000.0,1.0,80.0,1.0,2000.0,1.0,40000.0,155.79,110936,95160,4604625,464.1,56715,223.57,0,2948,1107203,7200.63,5400.72,,476.6,,68.0,224.0,314.0,198.0,5.0,20.0,31.0,3.0,393.0,208.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/RC1-50/RC104-50.xml_log.log,1,,6.0,,,,,,28.99,2.0,,,,,,,,"""src/Resultados/Restriccion todas cliques/logs/RC104-50.xml_log.log""",4,0,13.0.2,RC1-50,1470.0,157005.0,
linux64,2026-07-07 05:38:50,8,8,4,145127,86175,7399815,0x821254f9,720,85170,74280,1.0,40000.0,1.0,80.0,1.0,2000.0,1.0,40000.0,54.91,103547,85890,6813885,585.3,62185,319.32,0,1537,881056,7207.79,4185.3,,614.0,,230.0,181.0,380.0,180.0,11.0,56.0,185.0,9.0,327.0,169.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/RC1-50/RC105-50.xml_log.log,1,,,,,7.0,,,27.42,2.0,,,,,1.0,,,"""src/Resultados/Restriccion todas cliques/logs/RC105-50.xml_log.log""",4,0,13.0.2,RC1-50,1736.0,146863.0,
linux64,2026-07-07 09:41:27,8,8,4,144546,86940,5457150,0x1cee11aa,750,85875,75000,1.0,40000.0,1.0,80.0,1.0,2000.0,1.0,40000.0,31.26,101594,86625,3282720,498.0,59556,241.32,0,5262,1353721,7200.06,5909.01,,522.6,,,,,,,,,,,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/RC1-50/RC106-50.xml_log.log,1,,,,,,,,10.03,12.0,0.0,1.4588331e-13,269.0,,,,,"""src/Resultados/Restriccion todas cliques/logs/RC106-50.xml_log.log""",4,0,13.0.2,RC1-50,0.0,144546.0,
linux64,2026-07-07 13:44:08,8,8,4,149271,91590,6573945,0x5d9c92b3,750,90555,79680,1.0,40000.0,1.0,80.0,1.0,2000.0,1.0,40000.0,33.05,106289,91305,3932310,468.7,54996,189.09,0,1860,2412868,7200.44,4266.61,,487.4,,178.0,163.0,13.0,216.0,12.0,474.0,51.0,29.0,65.0,21.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/RC1-50/RC107-50.xml_log.log,1,,23.0,2.0,,,,,19.44,4.0,,,,,1.0,,,"""src/Resultados/Restriccion todas cliques/logs/RC107-50.xml_log.log""",4,0,13.0.2,RC1-50,1248.0,150519.0,
linux64,2026-07-07 17:47:25,8,8,4,151833,94185,7222245,0xc7b8ee21,750,93150,82275,1.0,40000.0,1.0,80.0,1.0,2000.0,1.0,40000.0,40.94,109028,93900,4254885,460.7,52562,162.59,0,5065,1777972,7200.13,4625.69,,477.6,,,,,,,,,,,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/RC1-50/RC108-50.xml_log.log,1,,,,,,,,23.41,4.0,,,,,,,,"""src/Resultados/Restriccion todas cliques/logs/RC108-50.xml_log.log""",4,0,13.0.2,RC1-50,0.0,151833.0,
linux64,2026-07-07 19:48:58,8,8,4,111358,64920,630600,0x0f331d47,330,64470,56295,1.0,200000.0,2.0,60.0,1.0,2000.0,1.0,200000.0,3.78,74026,64800,306210,325.3,35252,31.49,0,3095,3656091,7200.48,5301.38,536.3,350.3,0.346821,103.0,19.0,79.0,57.0,6.0,98.0,39.0,26.0,50.0,14.0,8,10,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/RC2-25/RC201-25.xml_log.log,1,,9.0,5.0,,,,,,,,,,,,,,"""src/Resultados/Restriccion todas cliques/logs/RC201-25.xml_log.log""",4,0,13.0.2,RC2-25,505.0,111863.0,34.6821
linux64,2026-07-07 23:52:35,8,8,4,115243,67425,696915,0x6b8ffc99,375,66930,58800,1.0,200000.0,2.0,60.0,1.0,2000.0,1.0,200000.0,4.55,76636,67305,319965,291.2,36155,29.62,0,9630,4711838,7201.36,7308.11,,318.2,,48.0,11.0,9.0,45.0,3.0,87.0,55.0,16.0,69.0,12.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/RC2-25/RC202-25.xml_log.log,1,,10.0,47.0,,,,1.0,,,,,,,,,1.0,"""src/Resultados/Restriccion todas cliques/logs/RC202-25.xml_log.log""",4,0,13.0.2,RC2-25,414.0,115657.0,
linux64,2026-07-08 03:55:51,8,8,4,115783,67965,738450,0x3c1a0ecc,375,67470,59340,1.0,200000.0,2.0,60.0,1.0,2000.0,1.0,200000.0,4.34,77266,67845,324975,279.4,49872,48.88,0,5620,3885843,7200.13,5779.57,,290.2,,54.0,33.0,2.0,44.0,3.0,89.0,61.0,22.0,17.0,44.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/RC2-25/RC203-25.xml_log.log,1,,16.0,32.0,,,,,,,,,,,,,,"""src/Resultados/Restriccion todas cliques/logs/RC203-25.xml_log.log""",4,0,13.0.2,RC2-25,417.0,116200.0,
linux64,2026-07-08 07:59:37,8,8,4,116038,68220,757860,0x1dc4610f,375,67725,59595,1.0,200000.0,2.0,60.0,1.0,2000.0,1.0,200000.0,3.44,77551,68100,327315,277.6,51311,46.4,0,3717,4269165,7201.42,4603.85,,286.6,,54.0,32.0,2.0,72.0,4.0,161.0,28.0,25.0,38.0,27.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/RC2-25/RC204-25.xml_log.log,1,,6.0,22.0,,,,,,,,,,,,,,"""src/Resultados/Restriccion todas cliques/logs/RC204-25.xml_log.log""",4,0,13.0.2,RC2-25,471.0,116509.0,
linux64,2026-07-08 12:03:16,8,8,4,113638,66510,689625,0x33d740bf,375,66015,57885,1.0,200000.0,2.0,60.0,1.0,2000.0,1.0,200000.0,3.09,75631,66390,316065,303.2,38895,29.86,0,6461,3506764,7201.1,5742.84,522.4,322.3,0.38304000000000005,80.0,58.0,78.0,60.0,5.0,162.0,76.0,62.0,63.0,17.0,8,10,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/RC2-25/RC205-25.xml_log.log,1,,6.0,26.0,,,,,,,,,,,,,,"""src/Resultados/Restriccion todas cliques/logs/RC205-25.xml_log.log""",4,0,13.0.2,RC2-25,693.0,114331.0,38.304
linux64,2026-07-08 16:06:35,8,8,4,112063,65625,684015,0x4cf759ee,375,65130,57000,1.0,200000.0,2.0,60.0,1.0,2000.0,1.0,200000.0,2.3,74731,65505,312540,302.5,48213,23.61,0,4518,3625538,7200.11,6238.59,441.0,316.3,0.28276599999999996,138.0,14.0,38.0,138.0,9.0,151.0,105.0,29.0,99.0,16.0,8,6,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/RC2-25/RC206-25.xml_log.log,1,,8.0,17.0,,,,,,,,,,,,,,"""src/Resultados/Restriccion todas cliques/logs/RC206-25.xml_log.log""",4,0,13.0.2,RC2-25,762.0,112825.0,28.276599999999995
linux64,2026-07-08 20:08:37,8,8,4,114557,67245,727725,0x23c01316,375,66750,58620,1.0,200000.0,2.0,60.0,1.0,2000.0,1.0,200000.0,4.51,76415,67125,321510,275.9,36749,28.23,0,2056,3667418,7200.53,4533.38,364.4,289.4,0.205818,76.0,62.0,15.0,145.0,6.0,344.0,66.0,31.0,70.0,80.0,8,5,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/RC2-25/RC207-25.xml_log.log,1,,14.0,73.0,,,,,,,,,,,5.0,,,"""src/Resultados/Restriccion todas cliques/logs/RC207-25.xml_log.log""",4,0,13.0.2,RC2-25,987.0,115544.0,20.5818
linux64,2026-07-09 00:11:39,8,8,4,115249,67845,766755,0x059c02a6,375,67350,59220,1.0,200000.0,2.0,60.0,1.0,2000.0,1.0,200000.0,3.23,77047,67725,326370,271.3,55110,72.46,0,11327,3904291,7200.31,6249.42,294.5,278.9,0.052971000000000004,63.0,78.0,13.0,165.0,2.0,343.0,23.0,41.0,98.0,69.0,8,4,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/RC2-25/RC208-25.xml_log.log,1,2.0,19.0,182.0,,,,,,,,,,,,,,"""src/Resultados/Restriccion todas cliques/logs/RC208-25.xml_log.log""",4,0,13.0.2,RC2-25,1098.0,116347.0,5.2971
linux64,2026-07-07 21:51:10,8,8,4,232289,136185,5239650,0x06951ffc,750,135240,118995,1.0,200000.0,1.0,80.0,1.0,2000.0,1.0,200000.0,79.06,157045,135990,2800335,564.0,78749,127.05,0,95,551601,7200.99,7187.98,,565.9,,1628.0,605.0,1127.0,239.0,4.0,34.0,10.0,,217.0,311.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/RC2-50/RC201-50.xml_log.log,1,,5.0,,,630.0,,,11.72,11.0,0.0,1.0269563e-14,215.0,48.0,1.0,,,"""src/Resultados/Restriccion todas cliques/logs/RC201-50.xml_log.log""",4,0,13.0.2,RC2-50,4859.0,237148.0,
linux64,2026-07-08 01:54:36,8,8,4,242744,143880,6330390,0xa329d023,750,142935,126690,1.0,200000.0,1.0,80.0,1.0,2000.0,1.0,200000.0,41.31,164950,143685,3199035,511.4,81189,133.19,0,43,894524,7200.42,5001.9,,530.3,,74.0,391.0,292.0,518.0,145.0,42.0,39.0,1.0,336.0,258.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/RC2-50/RC202-50.xml_log.log,1,4.0,4.0,,,1.0,,,9.84,11.0,0.0,1.0144663e-14,185.0,,,,,"""src/Resultados/Restriccion todas cliques/logs/RC202-50.xml_log.log""",4,0,13.0.2,RC2-50,2105.0,244849.0,
linux64,2026-07-08 05:58:09,8,8,4,245129,146265,6970245,0xaf391ddf,750,145320,129075,1.0,200000.0,1.0,80.0,1.0,2000.0,1.0,200000.0,134.72,167515,146070,3492855,474.7,79481,189.53,0,47,838034,7200.54,5349.8,,494.9,,74.0,1749.0,251.0,616.0,92.0,20.0,60.0,5.0,437.0,1737.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/RC2-50/RC203-50.xml_log.log,1,,8.0,,,1.0,,,10.96,12.0,0.0,2.615963e-14,370.0,,,,,"""src/Resultados/Restriccion todas cliques/logs/RC203-50.xml_log.log""",4,0,13.0.2,RC2-50,5050.0,250179.0,
linux64,2026-07-08 10:01:56,8,8,4,246989,148125,7561110,0x7e327a1d,750,147180,130935,1.0,200000.0,1.0,80.0,1.0,2000.0,1.0,200000.0,128.15,169555,147930,3800580,464.1,80586,153.23,0,102,745393,7200.52,5891.84,,468.2,,45.0,1014.0,551.0,208.0,9.0,32.0,9.0,2.0,565.0,915.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/RC2-50/RC204-50.xml_log.log,1,,11.0,,,1.0,,,8.93,11.0,0.0,2.8727021e-15,304.0,,,,,"""src/Resultados/Restriccion todas cliques/logs/RC204-50.xml_log.log""",4,0,13.0.2,RC2-50,3362.0,250351.0,
linux64,2026-07-08 14:05:17,8,8,4,238260,140775,6004455,0xb841b91a,750,139830,123585,1.0,200000.0,1.0,80.0,1.0,2000.0,1.0,200000.0,43.38,161680,140580,3080505,525.7,81034,157.05,0,67,682770,7200.29,5883.13,,553.4,,275.0,5929.0,540.0,1046.0,19.0,69.0,146.0,1.0,333.0,9379.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/RC2-50/RC205-50.xml_log.log,1,,6.0,,,97.0,,,8.5,12.0,0.0,8.0074836e-15,231.0,,,,,"""src/Resultados/Restriccion todas cliques/logs/RC205-50.xml_log.log""",4,0,13.0.2,RC2-50,17840.0,256100.0,
linux64,2026-07-08 18:07:14,8,8,4,235471,139275,6003510,0x08ddbd21,750,138330,122085,1.0,200000.0,1.0,80.0,1.0,2000.0,1.0,200000.0,23.14,160152,139080,3139935,519.0,78432,98.86,0,62,916661,7202.15,6000.27,,547.3,,141.0,2041.0,380.0,518.0,15.0,38.0,61.0,1.0,404.0,1874.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/RC2-50/RC206-50.xml_log.log,1,,8.0,,,,,,7.93,10.0,0.0,6.9375061e-14,131.0,,,,,"""src/Resultados/Restriccion todas cliques/logs/RC206-50.xml_log.log""",4,0,13.0.2,RC2-50,5481.0,240952.0,
linux64,2026-07-08 22:10:16,8,8,4,242347,144495,6965580,0x2966d793,750,143550,127305,1.0,200000.0,1.0,80.0,1.0,2000.0,1.0,200000.0,120.17,165453,144300,3594135,483.6,80453,145.99,0,95,796847,7200.67,6351.92,,501.5,,109.0,1112.0,296.0,224.0,4.0,9.0,118.0,1.0,356.0,1095.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/RC2-50/RC207-50.xml_log.log,1,,3.0,,,,,,8.06,12.0,0.0,8.1503857e-12,275.0,,,,,"""src/Resultados/Restriccion todas cliques/logs/RC207-50.xml_log.log""",4,0,13.0.2,RC2-50,3327.0,245674.0,
linux64,2026-07-09 02:13:29,8,8,4,245561,147525,7660035,0x656550fd,750,146580,130335,1.0,200000.0,1.0,80.0,1.0,2000.0,1.0,200000.0,109.44,168532,147330,3842220,460.7,79939,171.14,0,148,648354,7200.85,6532.82,,460.7,,54.0,125.0,186.0,124.0,,4.0,,2.0,357.0,29.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/RC2-50/RC208-50.xml_log.log,1,,20.0,,,,,,8.92,10.0,0.0,2.1219138e-13,300.0,,,,,"""src/Resultados/Restriccion todas cliques/logs/RC208-50.xml_log.log""",4,0,13.0.2,RC2-50,901.0,246462.0,
