Platform,Time,PhysicalCores,LogicalProcessors,Threads,NumConstrs,NumVars,NumNZs,Fingerprint,PresolvedNumConVars,PresolvedNumIntVars,PresolvedNumBinVars,MinCoeff,MaxCoeff,MinObjCoeff,MaxObjCoeff,MinBound,MaxBound,MinRHS,MaxRHS,PresolveTime,PresolvedNumConstrs,PresolvedNumVars,PresolvedNumNZs,RelaxObj,RelaxIterCount,RelaxTime,PreTreeSolutions,NodeCount,IterCount,Runtime,Work,ObjVal,ObjBound,MIPGap,Cuts: Cover,Cuts: Implied bound,Cuts: Clique,Cuts: MIR,Cuts: StrongCG,Cuts: Flow cover,Cuts: GUB cover,Cuts: Zero half,Cuts: RLT,Cuts: Relax-and-lift,Cores,SolCount,Status,ModelType,ChangedParams,LogFilePath,LogNumber,Cuts: Learned,Cuts: Gomory,Cuts: Projected implied bound,Cuts: Network,Cuts: BQP,Cuts: Inf proof,Cuts: Lift-and-project,OrderingTime,BarIterCount,PushPhasePInf,PushPhaseDInf,PushPhaseEndTime,Cuts: PSD,Cuts: Knapsack,Cuts: Mod-K,Cuts: Mixing,LogFile (Parameter),Threads (Parameter),Seed,Version,Group,TotalCuts,TotalInequalities,MIPGapPct
linux64,2026-06-29 19:55:47,8,8,4,125299,74985,515565,0x0ad1d5a1,0,74865,64320,1.0,40000.0,1.0,60.0,1.0,2000.0,1.0,40000.0,3.43,85837,74865,380010,191.3,50246,56.37,0,8281,4663549,7200.57,8649.52,221.4,191.3,0.135953,2489.0,13.0,626.0,111.0,23.0,167.0,61.0,20.0,6.0,1245.0,8,10,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/C1-25/C101-25.xml_log.log,1,,,,,,,,,,,,,,,,,"""src/Resultados/Restriccion todas cliques/logs/C101-25.xml_log.log""",4,0,13.0.2,C1-25,4761.0,130060.0,13.595299999999998
linux64,2026-06-29 23:57:48,8,8,4,146496,88365,612915,0xa83a6777,345,87900,77670,1.0,40000.0,1.0,60.0,1.0,2000.0,1.0,40000.0,5.2,99927,88245,454320,172.1,46481,53.57,0,9803,3530022,7201.35,6405.85,190.3,181.9,0.04414100000000001,152.0,45.0,75.0,127.0,18.0,610.0,74.0,18.0,46.0,165.0,8,7,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/C1-25/C102-25.xml_log.log,1,1.0,14.0,338.0,,,,,,,,,,,,,,"""src/Resultados/Restriccion todas cliques/logs/C102-25.xml_log.log""",4,0,13.0.2,C1-25,1683.0,148179.0,4.4141
linux64,2026-06-30 04:00:15,8,8,4,149086,90870,631470,0x970b0830,360,90390,80175,1.0,40000.0,1.0,60.0,1.0,2000.0,1.0,40000.0,7.55,102464,90750,481110,162.6,59486,60.14,0,3837,3278263,7200.74,5456.05,229.1,175.4,0.234395,151.0,51.0,29.0,49.0,7.0,310.0,99.0,12.0,76.0,99.0,8,10,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/C1-25/C103-25.xml_log.log,1,,9.0,148.0,,,,,,,,,,,,,,"""src/Resultados/Restriccion todas cliques/logs/C103-25.xml_log.log""",4,0,13.0.2,C1-25,1040.0,150126.0,23.4395
linux64,2026-06-30 08:02:34,8,8,4,149985,91770,639585,0x03934339,360,91290,81075,1.0,40000.0,1.0,60.0,1.0,2000.0,1.0,40000.0,9.11,103394,91650,490170,159.0,48425,49.65,0,2653,3660780,7201.28,5213.52,186.9,169.2,0.094703,129.0,77.0,44.0,158.0,15.0,711.0,132.0,36.0,38.0,119.0,8,10,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/C1-25/C104-25.xml_log.log,1,2.0,15.0,207.0,,,,,,,,,,,,,,"""src/Resultados/Restriccion todas cliques/logs/C104-25.xml_log.log""",4,0,13.0.2,C1-25,1683.0,151668.0,9.4703
linux64,2026-06-30 12:05:55,8,8,4,128585,77085,522825,0xe02cb30d,345,76620,66420,1.0,40000.0,1.0,60.0,1.0,2000.0,1.0,40000.0,8.18,87963,76965,394005,191.2,52634,59.21,0,28263,6675707,5776.64,5559.65,204.2,204.2,0.0,19.0,22.0,211.0,23.0,5.0,45.0,26.0,3.0,31.0,11.0,8,4,OPTIMAL,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/C1-25/C105-25.xml_log.log,1,1.0,9.0,3.0,1.0,3.0,,,,,,,,,,,,"""src/Resultados/Restriccion todas cliques/logs/C105-25.xml_log.log""",4,0,13.0.2,C1-25,413.0,128998.0,0.0
linux64,2026-06-30 15:44:45,8,8,4,127052,76005,520560,0xecf265a0,30,75855,65340,1.0,40000.0,1.0,60.0,1.0,2000.0,1.0,40000.0,3.7,86873,75885,384450,191.3,49710,44.93,0,12682,4848218,7200.87,7910.27,221.4,191.3,0.135953,2258.0,29.0,839.0,88.0,16.0,150.0,184.0,,10.0,99.0,8,3,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/C1-25/C106-25.xml_log.log,1,,,14.0,,46.0,2.0,,,,,,,,,,,"""src/Resultados/Restriccion todas cliques/logs/C106-25.xml_log.log""",4,0,13.0.2,C1-25,3735.0,130787.0,13.595299999999998
linux64,2026-06-30 19:47:44,8,8,4,133152,79860,542115,0x3a0f49e7,375,79365,69165,1.0,40000.0,1.0,60.0,1.0,2000.0,1.0,40000.0,4.73,91227,79740,409320,191.2,53529,52.59,0,1,190061,293.35,169.22,191.3,191.3,0.0,243.0,513.0,134.0,226.0,8.0,12.0,4.0,2.0,57.0,246.0,8,6,OPTIMAL,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/C1-25/C107-25.xml_log.log,1,,2.0,,,1.0,,1.0,,,,,,,,,,"""src/Resultados/Restriccion todas cliques/logs/C107-25.xml_log.log""",4,0,13.0.2,C1-25,1449.0,134601.0,0.0
linux64,2026-06-30 21:30:32,8,8,4,135745,81855,559335,0x7af6d0fe,375,81360,71160,1.0,40000.0,1.0,60.0,1.0,2000.0,1.0,40000.0,4.58,93235,81735,424590,129.9,72337,75.24,0,18370,5158167,7200.88,8104.47,191.3,137.7,0.280188,21.0,80.0,10.0,35.0,,,7.0,,108.0,5.0,8,8,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/C1-25/C108-25.xml_log.log,1,,,,,,,,,,,,,,,,,"""src/Resultados/Restriccion todas cliques/logs/C108-25.xml_log.log""",4,0,13.0.2,C1-25,266.0,136011.0,28.0188
linux64,2026-07-01 01:34:03,8,8,4,145167,87735,601965,0xef003057,375,87240,77040,1.0,40000.0,1.0,60.0,1.0,2000.0,1.0,40000.0,9.0,99192,87615,455655,129.9,53652,65.35,0,16303,5041521,7201.04,8158.81,191.3,131.1,0.314689,2.0,39.0,,22.0,,,3.0,1.0,59.0,5.0,8,8,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/C1-25/C109-25.xml_log.log,1,,,,,,,,,,,,,,,,,"""src/Resultados/Restriccion todas cliques/logs/C109-25.xml_log.log""",4,0,13.0.2,C1-25,131.0,145298.0,31.468899999999998
linux64,2026-06-29 21:56:27,8,8,4,292212,177240,1415400,0x6d4de427,0,177045,155910,1.0,40000.0,1.0,60.0,1.0,2000.0,1.0,40000.0,10.81,200078,177045,934590,361.2,99921,57.29,0,5267,1850789,7200.39,5101.44,,361.3,,,1.0,51.0,,,,,,4.0,1.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/C1-50/C101-50.xml_log.log,1,,,,,,,,5.04,14.0,0.0,5.6447902e-15,71.0,,,,,"""src/Resultados/Restriccion todas cliques/logs/C101-50.xml_log.log""",4,0,13.0.2,C1-50,57.0,292269.0,
linux64,2026-06-30 01:59:07,8,8,4,306672,190305,1602690,0x8bb46043,690,189420,168975,1.0,40000.0,1.0,60.0,1.0,2000.0,1.0,40000.0,14.07,213338,190110,1054710,302.5,96247,115.54,0,823,1205828,7210.33,5706.11,,333.1,,1714.0,1530.0,696.0,183.0,,5.0,5.0,5.0,215.0,135.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/C1-50/C102-50.xml_log.log,1,6.0,,,,17.0,,,7.9,14.0,0.0,8.8783148e-15,114.0,,,,,"""src/Resultados/Restriccion todas cliques/logs/C102-50.xml_log.log""",4,0,13.0.2,C1-50,4511.0,311183.0,
linux64,2026-06-30 06:01:28,8,8,4,316291,199725,1756680,0x09ff14cc,735,198795,178395,1.0,40000.0,1.0,60.0,1.0,2000.0,1.0,40000.0,11.73,222852,199530,1151025,281.8,100866,140.89,0,2018,1215680,7201.6,4910.62,,281.8,,155.0,1228.0,226.0,586.0,1.0,17.0,4.0,1.0,274.0,787.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/C1-50/C103-50.xml_log.log,1,20.0,5.0,,,,,,9.77,14.0,0.0,1.047773e-14,140.0,,,,,"""src/Resultados/Restriccion todas cliques/logs/C103-50.xml_log.log""",4,0,13.0.2,C1-50,3304.0,319595.0,
linux64,2026-06-30 10:04:19,8,8,4,322324,205740,1848330,0xb6bcf084,735,204810,184410,1.0,40000.0,1.0,60.0,1.0,2000.0,1.0,40000.0,15.98,229047,205545,1211520,278.7,101333,235.03,0,3036,765479,7203.2,5532.86,,278.7,,1076.0,779.0,537.0,119.0,,,,7.0,282.0,91.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/C1-50/C104-50.xml_log.log,1,,5.0,,,2.0,,,18.84,16.0,0.0,1.2559398e-14,259.0,,,,,"""src/Resultados/Restriccion todas cliques/logs/C104-50.xml_log.log""",4,0,13.0.2,C1-50,2898.0,325222.0,
linux64,2026-06-30 13:43:33,8,8,4,294623,179595,1447290,0x8878937a,750,178650,158265,1.0,40000.0,1.0,60.0,1.0,2000.0,1.0,40000.0,15.55,202433,179400,961440,359.7,97441,77.64,0,2861,1533560,7201.14,4761.33,387.1,362.4,0.063808,,,,,,,,,,,8,1,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/C1-50/C105-50.xml_log.log,1,,,,,,,,8.29,12.0,0.0,6.5225603e-15,97.0,,,,,"""src/Resultados/Restriccion todas cliques/logs/C105-50.xml_log.log""",4,0,13.0.2,C1-50,0.0,294623.0,6.380800000000001
linux64,2026-06-30 17:46:31,8,8,4,293350,178350,1436835,0x32d81f19,690,177465,157020,1.0,40000.0,1.0,60.0,1.0,2000.0,1.0,40000.0,19.03,201188,178155,945390,359.8,98951,70.43,0,5215,1080611,7201.8,4321.7,426.6,361.2,0.153305,328.0,16.0,93.0,126.0,30.0,183.0,201.0,3.0,23.0,168.0,8,5,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/C1-50/C106-50.xml_log.log,1,,1.0,78.0,,,,,8.11,12.0,0.0,8.4932061e-15,95.0,,,,,"""src/Resultados/Restriccion todas cliques/logs/C106-50.xml_log.log""",4,0,13.0.2,C1-50,1250.0,294600.0,15.330499999999999
linux64,2026-06-30 19:53:10,8,8,4,296639,181620,1477425,0x8627b7c6,750,180675,160290,1.0,40000.0,1.0,60.0,1.0,2000.0,1.0,40000.0,11.52,204458,181425,981720,359.7,98409,83.33,0,1719,1896517,5740.02,3762.25,362.4,362.4,0.0,2804.0,6960.0,747.0,2149.0,21.0,4.0,3.0,1.0,129.0,2631.0,8,1,OPTIMAL,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/C1-50/C107-50.xml_log.log,1,3.0,2.0,,,171.0,5.0,,7.92,12.0,0.0,8.9372953e-15,98.0,52.0,,,,"""src/Resultados/Restriccion todas cliques/logs/C107-50.xml_log.log""",4,0,13.0.2,C1-50,15682.0,312321.0,0.0
linux64,2026-06-30 23:32:18,8,8,4,300659,185640,1541985,0x86c0f809,750,184695,164310,1.0,40000.0,1.0,60.0,1.0,2000.0,1.0,40000.0,15.01,208478,185445,1021935,258.5,100579,102.61,0,235,996858,7203.15,4425.8,,295.8,,181.0,5430.0,81.0,210.0,6.0,15.0,29.0,17.0,415.0,6600.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/C1-50/C108-50.xml_log.log,1,,7.0,,,,,,10.67,14.0,0.0,1.4668822e-14,123.0,,,,,"""src/Resultados/Restriccion todas cliques/logs/C108-50.xml_log.log""",4,0,13.0.2,C1-50,12991.0,313650.0,
linux64,2026-07-01 03:35:58,8,8,4,305849,190830,1634145,0xdd79b32e,750,189885,169500,1.0,40000.0,1.0,60.0,1.0,2000.0,1.0,40000.0,23.43,213668,190635,1073805,254.7,100873,114.79,0,5189,931104,7200.36,3869.19,,254.7,,369.0,255.0,439.0,413.0,,1.0,2.0,4.0,284.0,67.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/C1-50/C109-50.xml_log.log,1,,10.0,,,1.0,,,13.16,12.0,0.0,7.138734e-14,145.0,,,,,"""src/Resultados/Restriccion todas cliques/logs/C109-50.xml_log.log""",4,0,13.0.2,C1-50,1845.0,307694.0,
linux64,2026-07-01 05:38:11,8,8,4,355790,205320,1369695,0xd8219e0e,300,204900,178500,1.0,100000.0,2.0,60.0,1.0,4000.0,1.0,100000.0,20.7,234519,205200,959625,232.3,132653,68.63,0,1197,1871408,7201.03,4813.57,290.6,232.3,0.20061900000000002,159.0,2.0,3.0,12.0,,202.0,7.0,,8.0,57.0,8,7,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/C2-25/C201-25.xml_log.log,1,,13.0,311.0,,,,,4.03,19.0,0.0,2.5396352e-15,96.0,,,,,"""src/Resultados/Restriccion todas cliques/logs/C201-25.xml_log.log""",4,0,13.0.2,C2-25,774.0,356564.0,20.0619
linux64,2026-07-01 09:42:29,8,8,4,374115,216975,1462575,0x5f8709fe,375,216480,190125,1.0,100000.0,2.0,60.0,1.0,4000.0,1.0,100000.0,12.72,246844,216855,1022760,211.4,138835,76.9,0,3259,1775025,7200.91,5062.13,,216.4,,35.0,1443.0,6.0,745.0,10.0,19.0,16.0,40.0,152.0,7188.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/C2-25/C202-25.xml_log.log,1,,2.0,,,,,,3.23,17.0,0.0,3.01148e-15,99.0,,,,,"""src/Resultados/Restriccion todas cliques/logs/C202-25.xml_log.log""",4,0,13.0.2,C2-25,9656.0,383771.0,
linux64,2026-07-01 13:47:21,8,8,4,376579,219255,1488960,0x8d353b97,375,218760,192405,1.0,100000.0,2.0,60.0,1.0,4000.0,1.0,100000.0,16.86,249158,219135,1042095,206.1,139178,61.19,0,5242,1096152,7201.01,4094.28,,210.8,,87.0,33.0,39.0,45.0,4.0,484.0,61.0,15.0,53.0,34.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/C2-25/C203-25.xml_log.log,1,,5.0,173.0,,,,,5.85,15.0,0.0,6.7515438e-15,87.0,,,,,"""src/Resultados/Restriccion todas cliques/logs/C203-25.xml_log.log""",4,0,13.0.2,C2-25,1033.0,377612.0,
linux64,2026-07-01 17:51:23,8,8,4,377449,220125,1498650,0x66e93d1c,375,219630,193275,1.0,100000.0,2.0,60.0,1.0,4000.0,1.0,100000.0,16.49,250073,220005,1050030,201.8,138464,94.56,0,344,1073060,7200.58,4703.13,,206.8,,39.0,3905.0,18.0,444.0,13.0,29.0,19.0,14.0,266.0,3370.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/C2-25/C204-25.xml_log.log,1,,6.0,,,,,,7.08,14.0,0.0,3.3098524e-15,122.0,,,,,"""src/Resultados/Restriccion todas cliques/logs/C204-25.xml_log.log""",4,0,13.0.2,C2-25,8123.0,385572.0,
linux64,2026-07-01 21:55:15,8,8,4,365140,210990,1411350,0x1586b5be,375,210495,184140,1.0,100000.0,2.0,60.0,1.0,4000.0,1.0,100000.0,17.67,240719,210870,988245,211.0,132748,81.87,0,3360,1306928,7202.59,3961.93,306.2,213.9,0.301437,19.0,50.0,8.0,67.0,13.0,105.0,31.0,2.0,64.0,44.0,8,10,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/C2-25/C205-25.xml_log.log,1,,1.0,57.0,,,,,1.69,14.0,0.0,6.4809269e-15,108.0,,,,,"""src/Resultados/Restriccion todas cliques/logs/C205-25.xml_log.log""",4,0,13.0.2,C2-25,461.0,365601.0,30.143700000000003
linux64,2026-07-02 01:58:33,8,8,4,372555,215415,1443360,0x47c81c12,375,214920,188565,1.0,100000.0,2.0,60.0,1.0,4000.0,1.0,100000.0,17.82,245224,215295,1008600,207.6,139466,88.31,0,1267,1556663,7201.34,4921.73,,208.7,,6.0,33.0,24.0,26.0,1.0,,,,40.0,1.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/C2-25/C206-25.xml_log.log,1,,1.0,,,,,,3.46,17.0,0.0,1.1379786e-15,96.0,,,,,"""src/Resultados/Restriccion todas cliques/logs/C206-25.xml_log.log""",4,0,13.0.2,C2-25,132.0,372687.0,
linux64,2026-07-02 06:01:59,8,8,4,373725,216585,1455720,0x0871fdbc,375,216090,189735,1.0,100000.0,2.0,60.0,1.0,4000.0,1.0,100000.0,16.64,246439,216465,1019190,200.5,136018,99.72,0,2497,1341110,7213.97,4768.9,,214.4,,44.0,68.0,93.0,58.0,2.0,578.0,6.0,11.0,26.0,329.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/C2-25/C207-25.xml_log.log,1,,30.0,567.0,,,,,5.92,15.0,0.0,1.2531642e-14,126.0,,,,,"""src/Resultados/Restriccion todas cliques/logs/C207-25.xml_log.log""",4,0,13.0.2,C2-25,1812.0,375537.0,
linux64,2026-07-02 10:05:36,8,8,4,373050,215910,1449150,0x4d84cf1b,375,215415,189060,1.0,100000.0,2.0,60.0,1.0,4000.0,1.0,100000.0,15.29,245734,215790,1013100,201.9,140110,72.72,0,3242,1454722,7200.65,5332.87,,201.9,,23.0,33.0,24.0,116.0,9.0,88.0,8.0,11.0,44.0,37.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/C2-25/C208-25.xml_log.log,1,,36.0,68.0,,,,,3.11,15.0,0.0,8.7568841e-15,95.0,,,,,"""src/Resultados/Restriccion todas cliques/logs/C208-25.xml_log.log""",4,0,13.0.2,C2-25,497.0,373547.0,
linux64,2026-07-01 07:40:16,8,8,4,375817,223845,2606715,0x99138387,735,222990,196635,1.0,100000.0,2.0,60.0,1.0,4000.0,1.0,100000.0,17.39,253009,223725,1141500,377.8,129510,115.37,0,788,1962124,7200.62,4471.12,,377.8,,123.0,320.0,319.0,293.0,,,,,85.0,95.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/C2-50/C201-50.xml_log.log,1,1.0,,,,,,,6.21,19.0,0.0,2.5327657e-13,137.0,,,,,"""src/Resultados/Restriccion todas cliques/logs/C201-50.xml_log.log""",4,0,13.0.2,C2-50,1236.0,377053.0,
linux64,2026-07-01 11:45:00,8,8,4,401509,242775,3180375,0xae756b38,750,241905,215550,1.0,100000.0,2.0,60.0,1.0,4000.0,1.0,100000.0,22.19,272776,242655,1280040,354.8,133136,151.22,0,169,1249383,7200.27,4137.86,,354.8,,863.0,274.0,289.0,1272.0,27.0,2.0,2.0,2.0,189.0,3591.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/C2-50/C202-50.xml_log.log,1,8.0,4.0,,,,,,13.7,14.0,0.0,1.5903945e-14,173.0,,,,,"""src/Resultados/Restriccion todas cliques/logs/C202-50.xml_log.log""",4,0,13.0.2,C2-50,6523.0,408032.0,
linux64,2026-07-01 15:49:36,8,8,4,408801,249975,3585165,0x510c3df2,750,249105,222750,1.0,100000.0,2.0,60.0,1.0,4000.0,1.0,100000.0,31.01,280083,249855,1351410,333.5,142522,273.1,0,2464,1905325,7201.32,4489.04,,333.5,,144.0,551.0,663.0,154.0,1.0,5.0,3.0,3.0,215.0,128.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/C2-50/C203-50.xml_log.log,1,,5.0,,1.0,2.0,,,32.3,14.0,0.0,2.8449465e-14,319.0,,,,,"""src/Resultados/Restriccion todas cliques/logs/C203-50.xml_log.log""",4,0,13.0.2,C2-50,1875.0,410676.0,
linux64,2026-07-01 19:53:44,8,8,4,413751,254925,3833010,0xe77b5969,750,254055,227700,1.0,100000.0,2.0,60.0,1.0,4000.0,1.0,100000.0,51.85,285243,254805,1401315,324.7,140833,223.92,0,1309,1825791,7201.41,5098.21,,324.7,,30.0,159.0,72.0,197.0,,1.0,1.0,,238.0,74.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/C2-50/C204-50.xml_log.log,1,,4.0,,,1.0,,3.0,26.13,13.0,0.0,5.1070259e-15,289.0,,,,,"""src/Resultados/Restriccion todas cliques/logs/C204-50.xml_log.log""",4,0,13.0.2,C2-50,780.0,414531.0,
linux64,2026-07-01 23:56:52,8,8,4,386862,231210,2761635,0xb7219318,750,230340,203985,1.0,100000.0,2.0,60.0,1.0,4000.0,1.0,100000.0,20.94,260994,231090,1188105,348.4,136272,201.7,0,1,1319629,7200.17,3192.51,,356.9,,165.0,9834.0,155.0,2811.0,16.0,29.0,17.0,10.0,309.0,6207.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/C2-50/C205-50.xml_log.log,1,,5.0,,,,,,11.23,15.0,0.0,6.3310468e-14,232.0,,,,,"""src/Resultados/Restriccion todas cliques/logs/C205-50.xml_log.log""",4,0,13.0.2,C2-50,19558.0,406420.0,
linux64,2026-07-02 04:00:28,8,8,4,395642,237000,2869035,0xd64d7471,750,236130,209775,1.0,100000.0,2.0,60.0,1.0,4000.0,1.0,100000.0,29.6,266864,236880,1222635,345.8,140946,250.72,0,1,1289326,7200.89,3473.72,,353.5,,32.0,11839.0,314.0,375.0,5.0,58.0,7.0,,379.0,8349.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/C2-50/C206-50.xml_log.log,1,,2.0,,,18.0,,4.0,9.91,15.0,0.0,3.3598124e-14,294.0,,,,,"""src/Resultados/Restriccion todas cliques/logs/C206-50.xml_log.log""",4,0,13.0.2,C2-50,21382.0,417024.0,
linux64,2026-07-02 08:04:03,8,8,4,399407,240765,3035445,0x0293173f,750,239895,213540,1.0,100000.0,2.0,60.0,1.0,4000.0,1.0,100000.0,42.24,270674,240645,1260360,344.2,139367,221.59,0,565,1068827,7201.04,4611.34,,344.2,,209.0,208.0,775.0,106.0,4.0,,1.0,,182.0,64.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/C2-50/C207-50.xml_log.log,1,,6.0,,,206.0,,,18.29,15.0,0.0,3.0496439e-14,277.0,,,,,"""src/Resultados/Restriccion todas cliques/logs/C207-50.xml_log.log""",4,0,13.0.2,C2-50,1761.0,401168.0,
linux64,2026-07-02 12:07:17,8,8,4,397157,238515,2936100,0x92ec7fce,750,237645,211290,1.0,100000.0,2.0,60.0,1.0,4000.0,1.0,100000.0,38.24,268394,238395,1237830,344.1,135915,128.61,0,953,807780,7201.27,4825.77,,344.2,,78.0,208.0,482.0,100.0,1.0,1.0,,,200.0,126.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/C2-50/C208-50.xml_log.log,1,,7.0,,,,,,12.82,14.0,0.0,3.5985104e-14,178.0,,,,,"""src/Resultados/Restriccion todas cliques/logs/C208-50.xml_log.log""",4,0,13.0.2,C2-50,1203.0,398360.0,
linux64,2026-07-02 14:08:34,8,8,4,96413,57015,449775,0x61c8146b,0,56775,48525,1.0,40000.0,7.0,60.0,1.0,2000.0,1.0,40000.0,4.56,65108,56775,275865,617.1,64095,97.74,0,4649,4650778,7200.16,7649.62,,617.1,,1397.0,13.0,486.0,419.0,351.0,359.0,681.0,8.0,14.0,298.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/R1-25/R101-25.xml_log.log,1,,2.0,,,130.0,,,,,,,,7.0,,,,"""src/Resultados/Restriccion todas cliques/logs/R101-25.xml_log.log""",4,0,13.0.2,R1-25,4165.0,100578.0,
linux64,2026-07-02 18:10:39,8,8,4,111172,67245,524895,0x6a513a65,375,66720,58785,1.0,40000.0,7.0,60.0,1.0,2000.0,1.0,40000.0,4.98,76142,67095,334950,461.2,54899,81.83,0,5182,3333572,7206.83,4904.2,,506.0,,279.0,51.0,57.0,40.0,4.0,134.0,192.0,69.0,32.0,48.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/R1-25/R102-25.xml_log.log,1,,6.0,80.0,,,,,,,,,,,2.0,,,"""src/Resultados/Restriccion todas cliques/logs/R102-25.xml_log.log""",4,0,13.0.2,R1-25,994.0,112166.0,
linux64,2026-07-02 22:13:25,8,8,4,112940,69000,553380,0x8c651656,375,68475,60540,1.0,40000.0,7.0,60.0,1.0,2000.0,1.0,40000.0,5.23,77942,68850,352470,363.8,50256,49.31,0,8540,4983380,7200.16,9204.91,,368.8,,22.0,21.0,5.0,,,,11.0,,50.0,16.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_todas_cliques/logs/R1-25/R103-25.xml_log.log,1,,1.0,,,,,,,,,,,,,,,"""src/Resultados/Restriccion todas cliques/logs/R103-25.xml_log.log""",4,0,13.0.2,R1-25,126.0,113066.0,
