Platform,Time,PhysicalCores,LogicalProcessors,Threads,NumConstrs,NumVars,NumNZs,Fingerprint,PresolvedNumConVars,PresolvedNumIntVars,PresolvedNumBinVars,MinCoeff,MaxCoeff,MinObjCoeff,MaxObjCoeff,MinBound,MaxBound,MinRHS,MaxRHS,PresolveTime,PresolvedNumConstrs,PresolvedNumVars,PresolvedNumNZs,RelaxObj,RelaxIterCount,RelaxTime,PreTreeSolutions,NodeCount,IterCount,Runtime,Work,ObjVal,ObjBound,MIPGap,Cuts: Learned,Cuts: Cover,Cuts: Implied bound,Cuts: Clique,Cuts: MIR,Cuts: StrongCG,Cuts: Flow cover,Cuts: GUB cover,Cuts: Zero half,Cuts: Network,Cuts: RLT,Cuts: Relax-and-lift,Cuts: BQP,Cuts: PSD,Cores,SolCount,Status,ModelType,ChangedParams,LogFilePath,LogNumber,Cuts: Gomory,Cuts: Projected implied bound,Cuts: Mod-K,Cuts: Inf proof,OrderingTime,BarIterCount,PushPhasePInf,PushPhaseDInf,PushPhaseEndTime,Cuts: Lift-and-project,Cuts: Knapsack,Cuts: Mixing,LogFile (Parameter),Threads (Parameter),Seed,Version,Group,TotalCuts,TotalInequalities,MIPGapPct
linux64,2026-07-06 16:54:54,8,8,4,139860,86175,2074950,0xf838d877,720,85110,74220,1.0,40000.0,1.0,80.0,1.0,2000.0,1.0,40000.0,8.47,97955,85830,470130,585.3,82641,128.91,0,1121,1990247,7216.36,5170.87,,621.4,,,356.0,18.0,107.0,176.0,10.0,410.0,371.0,135.0,,149.0,46.0,,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/RC1-50/RC105-50.xml_log.log,1,3.0,38.0,,,,,,,,,,1.0,"""src/Resultados/Restriccion demanda/logs/RC105-50.xml_log.log""",4,0,13.0.2,RC1-50,1820.0,141680.0,
linux64,2026-07-06 20:57:00,8,8,4,140441,86940,2183940,0x3338d0be,750,85845,74970,1.0,40000.0,1.0,80.0,1.0,2000.0,1.0,40000.0,7.46,98776,86595,479505,498.0,91783,102.0,0,4684,2017902,7201.69,5572.28,,543.9003308207,,,224.0,35.0,155.0,114.0,16.0,347.0,308.0,109.0,,197.0,47.0,,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/RC1-50/RC106-50.xml_log.log,1,9.0,73.0,,,,,,,,,,,"""src/Resultados/Restriccion demanda/logs/RC106-50.xml_log.log""",4,0,13.0.2,RC1-50,1634.0,142075.0,
linux64,2026-07-07 00:58:59,8,8,4,145275,91590,2670600,0x26894087,750,90495,79620,1.0,40000.0,1.0,80.0,1.0,2000.0,1.0,40000.0,13.46,103490,91245,524670,468.7,43747,17.14,0,3798,2523276,7202.35,4811.89,,489.0,,7.0,261.0,56.0,11.0,529.0,15.0,520.0,148.0,140.0,,176.0,61.0,,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/RC1-50/RC107-50.xml_log.log,1,20.0,14.0,,,2.36,12.0,0.0,1.5565327e-13,34.0,,11.0,1.0,"""src/Resultados/Restriccion demanda/logs/RC107-50.xml_log.log""",4,0,13.0.2,RC1-50,1970.0,147245.0,
linux64,2026-07-07 05:01:34,8,8,4,147870,94185,2956050,0x2929281a,750,93090,82215,1.0,40000.0,1.0,80.0,1.0,2000.0,1.0,40000.0,15.18,106235,93840,550890,460.7,43347,31.39,0,4537,2192544,7245.63,4395.36,,480.9,,,91.0,51.0,57.0,246.0,7.0,617.0,39.0,50.0,,79.0,175.0,,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/RC1-50/RC108-50.xml_log.log,1,16.0,47.0,,,3.91,13.0,0.0,2.623457e-13,52.0,,1.0,,"""src/Resultados/Restriccion demanda/logs/RC108-50.xml_log.log""",4,0,13.0.2,RC1-50,1476.0,149346.0,
linux64,2026-07-07 07:03:57,8,8,4,110856,64920,583935,0x980d3b9a,330,64470,56295,1.0,200000.0,2.0,60.0,1.0,2000.0,1.0,200000.0,4.64,74026,64800,306210,325.3,35252,33.61,0,3031,3539621,7201.47,4688.02,536.3,350.3,0.346821,,103.0,19.0,79.0,57.0,6.0,98.0,39.0,26.0,,50.0,14.0,,,8,10,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/RC2-25/RC201-25.xml_log.log,1,9.0,5.0,,,,,,,,,,,"""src/Resultados/Restriccion demanda/logs/RC201-25.xml_log.log""",4,0,13.0.2,RC2-25,505.0,111361.0,34.6821
linux64,2026-07-07 11:07:02,8,8,4,114741,67425,637935,0x0f9ccd9c,375,66930,58800,1.0,200000.0,2.0,60.0,1.0,2000.0,1.0,200000.0,4.15,76636,67305,319965,291.2,35891,29.98,0,18263,5218036,7201.33,9042.15,459.0,300.3,0.345752,,7.0,33.0,,28.0,,,,,,56.0,5.0,,,8,1,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/RC2-25/RC202-25.xml_log.log,1,3.0,,,,,,,,,,,,"""src/Resultados/Restriccion demanda/logs/RC202-25.xml_log.log""",4,0,13.0.2,RC2-25,132.0,114873.0,34.5752
linux64,2026-07-07 15:10:13,8,8,4,115281,67965,670335,0x574e61b9,375,67470,59340,1.0,200000.0,2.0,60.0,1.0,2000.0,1.0,200000.0,2.64,77266,67845,324975,279.4,48417,38.92,0,8918,4174014,7200.25,5792.02,437.1,289.2,0.33836700000000003,,51.0,41.0,9.0,53.0,2.0,120.0,63.0,15.0,,20.0,20.0,,,8,10,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/RC2-25/RC203-25.xml_log.log,1,23.0,123.0,,,,,,,,,,,"""src/Resultados/Restriccion demanda/logs/RC203-25.xml_log.log""",4,0,13.0.2,RC2-25,540.0,115821.0,33.8367
linux64,2026-07-07 19:12:56,8,8,4,115536,68220,685635,0x1bae0058,375,67725,59595,1.0,200000.0,2.0,60.0,1.0,2000.0,1.0,200000.0,7.0,77551,68100,327315,277.6,50965,35.63,0,5613,3532072,7204.79,4806.35,360.9,286.9,0.205043,,5.0,12.0,,2.0,2.0,626.0,5.0,1.0,,6.0,,,,8,10,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/RC2-25/RC204-25.xml_log.log,1,3.0,13.0,,,,,,,,,,,"""src/Resultados/Restriccion demanda/logs/RC204-25.xml_log.log""",4,0,13.0.2,RC2-25,675.0,116211.0,20.5043
linux64,2026-07-07 23:16:26,8,8,4,113136,66510,631185,0x3beaa3c4,375,66015,57885,1.0,200000.0,2.0,60.0,1.0,2000.0,1.0,200000.0,5.7,75631,66390,316065,303.2,44977,30.56,0,5519,3863279,7200.61,4670.93,528.4,321.0,0.39250599999999997,1.0,79.0,30.0,40.0,104.0,2.0,435.0,64.0,23.0,,35.0,260.0,,,8,10,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/RC2-25/RC205-25.xml_log.log,1,4.0,234.0,,,,,,,,,,,"""src/Resultados/Restriccion demanda/logs/RC205-25.xml_log.log""",4,0,13.0.2,RC2-25,1311.0,114447.0,39.2506
linux64,2026-07-08 03:19:22,8,8,4,111561,65625,626235,0x616c55b4,375,65130,57000,1.0,200000.0,2.0,60.0,1.0,2000.0,1.0,200000.0,5.64,74731,65505,312540,302.5,48213,31.59,0,13947,5428647,7200.21,9351.44,444.0,304.5,0.314189,1.0,13.0,45.0,,21.0,,,,,,67.0,10.0,,,8,3,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/RC2-25/RC206-25.xml_log.log,1,3.0,,,,,,,,,,,,"""src/Resultados/Restriccion demanda/logs/RC206-25.xml_log.log""",4,0,13.0.2,RC2-25,160.0,111721.0,31.4189
linux64,2026-07-08 07:22:31,8,8,4,114055,67245,662445,0x9225352a,375,66750,58620,1.0,200000.0,2.0,60.0,1.0,2000.0,1.0,200000.0,4.16,76415,67125,321510,275.9,36749,24.23,0,20564,3942442,7201.12,7623.34,366.4,287.3,0.215884,2.0,67.0,54.0,25.0,24.0,3.0,118.0,12.0,19.0,,50.0,191.0,,,8,2,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/RC2-25/RC207-25.xml_log.log,1,6.0,581.0,,,,,,,,,,,"""src/Resultados/Restriccion demanda/logs/RC207-25.xml_log.log""",4,0,13.0.2,RC2-25,1152.0,115207.0,21.5884
linux64,2026-07-08 11:25:46,8,8,4,114747,67845,692025,0xebe214c8,375,67350,59220,1.0,200000.0,2.0,60.0,1.0,2000.0,1.0,200000.0,4.79,77047,67725,326370,271.3,44987,55.26,0,21017,4669267,7201.33,7050.46,294.5,277.3,0.058404,,170.0,120.0,16.0,46.0,4.0,146.0,30.0,13.0,,13.0,28.0,,,8,2,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/RC2-25/RC208-25.xml_log.log,1,24.0,88.0,,4.0,,,,,,,1.0,,"""src/Resultados/Restriccion demanda/logs/RC208-25.xml_log.log""",4,0,13.0.2,RC2-25,703.0,115450.0,5.8404
linux64,2026-07-07 09:05:34,8,8,4,228026,136185,2381580,0x7a2214f3,750,135240,118995,1.0,200000.0,1.0,80.0,1.0,2000.0,1.0,200000.0,13.39,154321,135990,676695,564.0,81038,31.35,0,1058,1428059,7200.56,4851.34,,641.6,,,133.0,44.0,41.0,93.0,3.0,75.0,93.0,27.0,,80.0,30.0,,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/RC2-50/RC201-50.xml_log.log,1,15.0,15.0,,,2.16,16.0,0.0,6.299115e-13,48.0,,,,"""src/Resultados/Restriccion demanda/logs/RC201-50.xml_log.log""",4,0,13.0.2,RC2-50,649.0,228675.0,
linux64,2026-07-07 13:08:52,8,8,4,238481,143880,2855430,0x6e02082e,750,142935,126690,1.0,200000.0,1.0,80.0,1.0,2000.0,1.0,200000.0,14.53,162226,143685,728175,511.4,81640,43.36,0,1645,1288988,7201.64,5082.01,,529.1,,,144.0,18.0,,254.0,8.0,194.0,39.0,2.0,,120.0,32.0,,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/RC2-50/RC202-50.xml_log.log,1,4.0,257.0,,,2.24,15.0,0.0,7.2164497e-15,63.0,,,,"""src/Resultados/Restriccion demanda/logs/RC202-50.xml_log.log""",4,0,13.0.2,RC2-50,1072.0,239553.0,
linux64,2026-07-07 17:11:57,8,8,4,240866,146265,3117780,0x318c1d88,750,145320,129075,1.0,200000.0,1.0,80.0,1.0,2000.0,1.0,200000.0,10.22,164791,146070,749955,474.7,81540,63.9,0,2658,1163307,7200.28,5247.9,,491.3,,3.0,81.0,1717.0,204.0,424.0,10.0,22.0,29.0,2.0,,467.0,1903.0,,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/RC2-50/RC203-50.xml_log.log,1,4.0,,,,2.71,14.0,0.0,9.4368957e-15,78.0,,,,"""src/Resultados/Restriccion demanda/logs/RC203-50.xml_log.log""",4,0,13.0.2,RC2-50,4866.0,245732.0,
linux64,2026-07-07 21:14:52,8,8,4,242726,148125,3322380,0x2a994354,750,147180,130935,1.0,200000.0,1.0,80.0,1.0,2000.0,1.0,200000.0,10.63,166831,147930,767025,464.1,81485,64.53,0,4040,1644105,7200.08,5950.78,,466.3,,,17.0,42.0,,38.0,,,,,,122.0,1.0,,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/RC2-50/RC204-50.xml_log.log,1,9.0,,,,4.22,14.0,0.0,6.5702555e-12,84.0,,,,"""src/Resultados/Restriccion demanda/logs/RC204-50.xml_log.log""",4,0,13.0.2,RC2-50,229.0,242955.0,
linux64,2026-07-08 01:18:05,8,8,4,233996,140775,2700180,0xd3a022d0,750,139830,123585,1.0,200000.0,1.0,80.0,1.0,2000.0,1.0,200000.0,14.03,158956,140580,708975,525.7,81570,47.5,0,2592,1564319,7200.36,5541.63,,548.1,,,,,,,,,,,,,,,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/RC2-50/RC205-50.xml_log.log,1,,,,,2.36,15.0,0.0,6.1894934e-14,66.0,,,,"""src/Resultados/Restriccion demanda/logs/RC205-50.xml_log.log""",4,0,13.0.2,RC2-50,0.0,233996.0,
linux64,2026-07-08 05:20:56,8,8,4,231208,139275,2709060,0xf3cdb207,750,138330,122085,1.0,200000.0,1.0,80.0,1.0,2000.0,1.0,200000.0,9.24,157428,139080,703875,519.0,79611,33.06,0,7622,2692432,7200.82,6736.57,,520.5,,,22.0,61.0,1.0,33.0,,1.0,8.0,,,97.0,4.0,,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/RC2-50/RC206-50.xml_log.log,1,9.0,,,,2.14,13.0,0.0,1.1145168e-11,48.0,,,,"""src/Resultados/Restriccion demanda/logs/RC206-50.xml_log.log""",4,0,13.0.2,RC2-50,236.0,231444.0,
linux64,2026-07-08 09:24:07,8,8,4,238084,144495,3059700,0xdff4346f,750,143550,127305,1.0,200000.0,1.0,80.0,1.0,2000.0,1.0,200000.0,11.47,162729,144300,740025,483.6,80737,35.37,0,2860,1664672,7200.55,6342.03,,485.1,,,18.0,60.0,51.0,36.0,,,18.0,,,113.0,11.0,,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/RC2-50/RC207-50.xml_log.log,1,,,,,3.18,13.0,0.0,5.7270855e-13,51.0,,,,"""src/Resultados/Restriccion demanda/logs/RC207-50.xml_log.log""",4,0,13.0.2,RC2-50,307.0,238391.0,
linux64,2026-07-08 13:27:46,8,8,4,241298,147525,3368160,0x9e7be273,750,146580,130335,1.0,200000.0,1.0,80.0,1.0,2000.0,1.0,200000.0,15.36,165808,147330,766215,460.7,82934,50.88,0,5149,1834206,7201.03,4757.48,,480.0,,1.0,355.0,491.0,28.0,127.0,164.0,831.0,159.0,99.0,,398.0,93.0,,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/RC2-50/RC208-50.xml_log.log,1,22.0,269.0,,,3.07,13.0,0.0,2.1815882e-14,74.0,,,,"""src/Resultados/Restriccion demanda/logs/RC208-50.xml_log.log""",4,0,13.0.2,RC2-50,3037.0,244335.0,
