Platform,Time,PhysicalCores,LogicalProcessors,Threads,NumConstrs,NumVars,NumNZs,Fingerprint,PresolvedNumConVars,PresolvedNumIntVars,PresolvedNumBinVars,MinCoeff,MaxCoeff,MinObjCoeff,MaxObjCoeff,MinBound,MaxBound,MinRHS,MaxRHS,PresolveTime,PresolvedNumConstrs,PresolvedNumVars,PresolvedNumNZs,RelaxObj,RelaxIterCount,RelaxTime,PreTreeSolutions,NodeCount,IterCount,Runtime,Work,ObjVal,ObjBound,MIPGap,Cuts: Learned,Cuts: Cover,Cuts: Implied bound,Cuts: Clique,Cuts: MIR,Cuts: StrongCG,Cuts: Flow cover,Cuts: GUB cover,Cuts: Zero half,Cuts: Network,Cuts: RLT,Cuts: Relax-and-lift,Cuts: BQP,Cuts: PSD,Cores,SolCount,Status,ModelType,ChangedParams,LogFilePath,LogNumber,Cuts: Gomory,Cuts: Projected implied bound,Cuts: Mod-K,Cuts: Inf proof,OrderingTime,BarIterCount,PushPhasePInf,PushPhaseDInf,PushPhaseEndTime,Cuts: Lift-and-project,Cuts: Knapsack,Cuts: Mixing,LogFile (Parameter),Threads (Parameter),Seed,Version,Group,TotalCuts,TotalInequalities,MIPGapPct
linux64,2026-06-29 08:42:59,8,8,4,125410,74985,881265,0xb5da8a0e,0,74865,64320,1.0,40000.0,1.0,60.0,1.0,2000.0,1.0,40000.0,3.35,85837,74865,380010,191.3,47370,36.98,0,13245,6123189,7200.12,9091.98,221.4,191.3,0.135953,1.0,2106.0,15.0,854.0,32.0,7.0,249.0,48.0,2.0,2.0,3.0,1916.0,41.0,31.0,8,9,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/C1-25/C101-25.xml_log.log,1,,,,,,,,,,,,,"""src/Resultados/Restriccion demanda/logs/C101-25.xml_log.log""",4,0,13.0.2,C1-25,5307.0,130717.0,13.595299999999998
linux64,2026-06-29 12:44:00,8,8,4,146610,88365,1138365,0x7dc2f129,345,87900,77670,1.0,40000.0,1.0,60.0,1.0,2000.0,1.0,40000.0,4.97,99927,88245,454320,172.1,45114,39.58,0,16429,7104580,7200.14,9881.85,190.3,178.2,0.063584,,8.0,53.0,,32.0,,1.0,,,,80.0,14.0,,,8,8,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/C1-25/C102-25.xml_log.log,1,1.0,,,,,,,,,,,,"""src/Resultados/Restriccion demanda/logs/C102-25.xml_log.log""",4,0,13.0.2,C1-25,189.0,146799.0,6.3584000000000005
linux64,2026-06-29 16:44:55,8,8,4,149207,90870,1282245,0xb3e8cd6c,360,90390,80175,1.0,40000.0,1.0,60.0,1.0,2000.0,1.0,40000.0,6.34,102464,90750,481110,162.6,34868,17.12,0,4820,3818991,7200.06,6171.49,,175.9,,,141.0,34.0,14.0,30.0,3.0,1692.0,101.0,15.0,,43.0,447.0,,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/C1-25/C103-25.xml_log.log,1,6.0,15.0,3.0,,,,,,,,,,"""src/Resultados/Restriccion demanda/logs/C103-25.xml_log.log""",4,0,13.0.2,C1-25,2544.0,151751.0,
linux64,2026-06-29 20:46:30,8,8,4,150107,91770,1336245,0x2bd7f017,360,91290,81075,1.0,40000.0,1.0,60.0,1.0,2000.0,1.0,40000.0,8.15,103394,91650,490170,159.0,55852,54.18,0,5394,3355904,7203.29,5392.73,255.2,169.7,0.335031,,167.0,47.0,52.0,37.0,11.0,1996.0,86.0,17.0,,35.0,276.0,,,8,10,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/C1-25/C104-25.xml_log.log,1,13.0,866.0,,,,,,,,,,,"""src/Resultados/Restriccion demanda/logs/C104-25.xml_log.log""",4,0,13.0.2,C1-25,3603.0,153710.0,33.5031
linux64,2026-06-30 00:48:48,8,8,4,128706,77085,923805,0x1807b521,345,76620,66420,1.0,40000.0,1.0,60.0,1.0,2000.0,1.0,40000.0,6.4,87963,76965,394005,191.2,44949,50.06,0,11469,6101550,2616.0,2609.11,204.2,204.2,0.0,3.0,10.0,6.0,32.0,22.0,8.0,156.0,11.0,1.0,1.0,16.0,5.0,,,8,6,OPTIMAL,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/C1-25/C105-25.xml_log.log,1,4.0,1.0,,5.0,,,,,,,,,"""src/Resultados/Restriccion demanda/logs/C105-25.xml_log.log""",4,0,13.0.2,C1-25,281.0,128987.0,0.0
linux64,2026-06-30 03:34:12,8,8,4,127166,76005,891105,0xbbad3e58,30,75855,65340,1.0,40000.0,1.0,60.0,1.0,2000.0,1.0,40000.0,9.26,86873,75885,384450,191.3,43828,34.87,0,19484,5675189,7200.92,7957.05,221.4,191.3,0.135953,,1725.0,12.0,449.0,35.0,9.0,163.0,73.0,,,6.0,26.0,,,8,10,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/C1-25/C106-25.xml_log.log,1,5.0,2.0,,,,,,,,,,,"""src/Resultados/Restriccion demanda/logs/C106-25.xml_log.log""",4,0,13.0.2,C1-25,2505.0,129671.0,13.595299999999998
linux64,2026-06-30 07:36:23,8,8,4,133275,79860,965115,0xdd5fe7cb,375,79365,69165,1.0,40000.0,1.0,60.0,1.0,2000.0,1.0,40000.0,6.43,91227,79740,409320,191.2,56299,96.56,0,1,102121,321.03,110.03,191.3,191.3,0.0,134.0,290.0,15.0,295.0,257.0,5.0,,,,,30.0,214.0,215.0,,8,6,OPTIMAL,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/C1-25/C107-25.xml_log.log,1,3.0,,,,,,,,,,,,"""src/Resultados/Restriccion demanda/logs/C107-25.xml_log.log""",4,0,13.0.2,C1-25,1458.0,134733.0,0.0
linux64,2026-06-30 08:42:55,8,8,4,135868,81855,1043085,0x706e3587,375,81360,71160,1.0,40000.0,1.0,60.0,1.0,2000.0,1.0,40000.0,5.19,93235,81735,424590,129.9,34924,59.74,0,2139,3213996,7214.38,4608.42,191.3,184.6,0.035024,,118.0,25.0,34.0,117.0,6.0,257.0,128.0,33.0,,101.0,24.0,,,8,1,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/C1-25/C108-25.xml_log.log,1,2.0,19.0,4.0,,,,,,,,,,"""src/Resultados/Restriccion demanda/logs/C108-25.xml_log.log""",4,0,13.0.2,C1-25,868.0,136736.0,3.5023999999999997
linux64,2026-06-30 12:46:07,8,8,4,145290,87735,1148715,0x1425d037,375,87240,77040,1.0,40000.0,1.0,60.0,1.0,2000.0,1.0,40000.0,10.02,99192,87615,455655,129.9,59170,60.26,0,20137,3931891,7200.46,9047.56,191.3,131.8,0.31103000000000003,,8.0,43.0,,25.0,,,2.0,,,75.0,6.0,,,8,10,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/C1-25/C109-25.xml_log.log,1,3.0,,,,,,,,,,,,"""src/Resultados/Restriccion demanda/logs/C109-25.xml_log.log""",4,0,13.0.2,C1-25,162.0,145452.0,31.103
linux64,2026-06-29 10:43:38,8,8,4,292435,177240,3784845,0x039dce8f,0,177045,155910,1.0,40000.0,1.0,60.0,1.0,2000.0,1.0,40000.0,14.36,200078,177045,934590,361.2,100136,60.36,0,5890,2796892,7200.21,6774.62,432.2,361.3,0.164044,,,1.0,8.0,,,,,,,,,,,8,7,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/C1-50/C101-50.xml_log.log,1,,,,,5.53,14.0,0.0,2.4980018e-15,79.0,,,,"""src/Resultados/Restriccion demanda/logs/C101-50.xml_log.log""",4,0,13.0.2,C1-50,9.0,292444.0,16.4044
linux64,2026-06-29 14:44:34,8,8,4,306880,190305,5035695,0xe5284424,690,189420,168975,1.0,40000.0,1.0,60.0,1.0,2000.0,1.0,40000.0,14.82,213338,190110,1054710,302.5,98508,93.11,0,420,967103,7200.16,6400.66,,333.1,,,1250.0,906.0,692.0,100.0,,,2.0,5.0,,239.0,543.0,203.0,7.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/C1-50/C102-50.xml_log.log,1,2.0,,,,7.23,15.0,0.0,6.8556272e-15,112.0,,,,"""src/Resultados/Restriccion demanda/logs/C102-50.xml_log.log""",4,0,13.0.2,C1-50,3949.0,310829.0,
linux64,2026-06-29 18:45:44,8,8,4,316484,199725,6047055,0x931cd2a7,735,198795,178395,1.0,40000.0,1.0,60.0,1.0,2000.0,1.0,40000.0,22.61,222852,199530,1151025,281.8,97890,101.9,0,5279,1716624,7203.03,5542.8,,299.2,,,240.0,201.0,184.0,140.0,26.0,1325.0,260.0,12.0,,137.0,210.0,,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/C1-50/C103-50.xml_log.log,1,4.0,349.0,,,7.84,13.0,0.0,1.8854709e-14,130.0,,,,"""src/Resultados/Restriccion demanda/logs/C103-50.xml_log.log""",4,0,13.0.2,C1-50,3088.0,319572.0,
linux64,2026-06-29 22:47:51,8,8,4,322499,205740,6708705,0x259fb484,735,204810,184410,1.0,40000.0,1.0,60.0,1.0,2000.0,1.0,40000.0,22.23,229047,205545,1211520,278.7,100735,214.98,0,2194,1653681,7201.59,4494.71,,291.2,,,198.0,196.0,127.0,180.0,2.0,346.0,104.0,49.0,,132.0,235.0,,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/C1-50/C104-50.xml_log.log,1,40.0,90.0,,,19.24,14.0,0.0,3.3514858e-15,232.0,,,,"""src/Resultados/Restriccion demanda/logs/C104-50.xml_log.log""",4,0,13.0.2,C1-50,1699.0,324198.0,
linux64,2026-06-30 01:33:03,8,8,4,294790,179595,4043895,0x2b9fe416,750,178650,158265,1.0,40000.0,1.0,60.0,1.0,2000.0,1.0,40000.0,11.78,202433,179400,961440,359.7,98866,74.36,0,1496,1107665,7201.13,5292.12,,359.9,,4.0,756.0,325.0,856.0,68.0,,1.0,,,,114.0,36.0,526.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/C1-50/C105-50.xml_log.log,1,2.0,,,,6.0,13.0,0.0,7.9936058e-15,89.0,,,,"""src/Resultados/Restriccion demanda/logs/C105-50.xml_log.log""",4,0,13.0.2,C1-50,2688.0,297478.0,
linux64,2026-06-30 05:35:19,8,8,4,293545,178350,3906945,0xabf2e064,690,177465,157020,1.0,40000.0,1.0,60.0,1.0,2000.0,1.0,40000.0,16.37,201188,178155,945390,359.8,99684,66.37,0,4336,1961553,7206.52,4585.03,394.7,361.3,0.084621,,79.0,18.0,155.0,85.0,2.0,99.0,17.0,,,6.0,6.0,,,8,8,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/C1-50/C106-50.xml_log.log,1,,215.0,,,7.46,12.0,0.0,1.0672019e-14,91.0,,,,"""src/Resultados/Restriccion demanda/logs/C106-50.xml_log.log""",4,0,13.0.2,C1-50,682.0,294227.0,8.4621
linux64,2026-06-30 07:42:23,8,8,4,296815,181620,4266645,0x2734615c,750,180675,160290,1.0,40000.0,1.0,60.0,1.0,2000.0,1.0,40000.0,24.41,204458,181425,981720,359.7,96665,78.84,0,919,885721,3585.05,1860.3,362.4,362.4,0.0,,,,,,,,,,,,,,,8,4,OPTIMAL,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/C1-50/C107-50.xml_log.log,1,,,,,8.46,12.0,0.0,8.0491169e-15,112.0,,,,"""src/Resultados/Restriccion demanda/logs/C107-50.xml_log.log""",4,0,13.0.2,C1-50,0.0,296815.0,0.0
linux64,2026-06-30 10:44:49,8,8,4,300835,185640,4708845,0x2d5326c0,750,184695,164310,1.0,40000.0,1.0,60.0,1.0,2000.0,1.0,40000.0,30.6,208478,185445,1021935,258.5,99947,109.86,0,223,965942,7200.85,3670.92,,293.3,,,198.0,8033.0,101.0,287.0,10.0,395.0,28.0,29.0,,425.0,9897.0,,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/C1-50/C108-50.xml_log.log,1,5.0,,,,12.03,14.0,0.0,5.1791904e-14,152.0,,,,"""src/Resultados/Restriccion demanda/logs/C108-50.xml_log.log""",4,0,13.0.2,C1-50,19408.0,320243.0,
linux64,2026-06-30 14:47:59,8,8,4,306025,190830,5279745,0x4ef83d3c,750,189885,169500,1.0,40000.0,1.0,60.0,1.0,2000.0,1.0,40000.0,25.58,213668,190635,1073805,254.7,100389,124.58,0,5314,1436162,7200.34,4582.25,,254.7,,,386.0,448.0,436.0,208.0,,1.0,1.0,7.0,,241.0,54.0,1.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/C1-50/C109-50.xml_log.log,1,5.0,,,,10.86,12.0,0.0,2.4910629e-15,165.0,,,,"""src/Resultados/Restriccion demanda/logs/C109-50.xml_log.log""",4,0,13.0.2,C1-50,1788.0,307813.0,
linux64,2026-06-30 16:49:48,8,8,4,355814,205320,1714785,0x4b6e53c2,300,204900,178500,1.0,100000.0,2.0,60.0,1.0,4000.0,1.0,100000.0,16.29,234519,205200,959610,232.3,133611,109.2,0,1163,2111273,7204.99,4571.46,287.3,243.3,0.15315,,4.0,,,629.0,963.0,1173.0,1.0,2.0,,5.0,,,,8,10,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/C2-25/C201-25.xml_log.log,1,1.0,5.0,,1.0,2.22,18.0,0.0,2.1996294e-15,131.0,,,,"""src/Resultados/Restriccion demanda/logs/C201-25.xml_log.log""",4,0,13.0.2,C2-25,2784.0,358598.0,15.315000000000001
linux64,2026-06-30 20:53:49,8,8,4,374139,216975,1948635,0x91a59b8b,375,216480,190125,1.0,100000.0,2.0,60.0,1.0,4000.0,1.0,100000.0,18.76,246844,216855,1022760,211.4,138835,75.37,0,1057,1979714,7204.38,4827.34,327.1,211.5,0.353409,,27.0,2220.0,37.0,313.0,2.0,4.0,1.0,,,79.0,541.0,,,8,8,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/C2-25/C202-25.xml_log.log,1,2.0,,,,4.87,17.0,0.0,3.0808689e-15,103.0,1.0,,,"""src/Resultados/Restriccion demanda/logs/C202-25.xml_log.log""",4,0,13.0.2,C2-25,3227.0,377366.0,35.3409
linux64,2026-07-01 00:57:54,8,8,4,376603,219255,2072595,0xf5dea9f9,375,218760,192405,1.0,100000.0,2.0,60.0,1.0,4000.0,1.0,100000.0,17.58,249158,219135,1042095,206.1,139178,85.04,0,5193,989096,7202.09,4778.96,527.2,209.3,0.602997,,15.0,35.0,72.0,22.0,,4290.0,11.0,8.0,,31.0,616.0,,,8,1,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/C2-25/C203-25.xml_log.log,1,9.0,1064.0,,,4.26,15.0,0.0,2.4424907e-15,114.0,,,,"""src/Resultados/Restriccion demanda/logs/C203-25.xml_log.log""",4,0,13.0.2,C2-25,6173.0,382776.0,60.2997
linux64,2026-07-01 05:03:27,8,8,4,377473,220125,2124795,0x0be8f80a,375,219630,193275,1.0,100000.0,2.0,60.0,1.0,4000.0,1.0,100000.0,28.53,250073,220005,1050030,201.8,138464,109.71,0,1055,1098763,7200.22,3680.61,,202.4,,,,,,,,,,,,,,,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/C2-25/C204-25.xml_log.log,1,,,,,11.06,14.0,0.0,4.0245585e-15,156.0,,,,"""src/Resultados/Restriccion demanda/logs/C204-25.xml_log.log""",4,0,13.0.2,C2-25,0.0,377473.0,
linux64,2026-07-01 09:08:14,8,8,4,365164,210990,1798185,0xa8bccd19,375,210495,184140,1.0,100000.0,2.0,60.0,1.0,4000.0,1.0,100000.0,29.99,240719,210870,988245,211.0,132748,100.93,0,88,1744091,7203.14,4080.77,371.5,216.6,0.416958,,726.0,2848.0,30.0,333.0,1.0,8.0,16.0,6.0,,190.0,1200.0,2.0,,8,3,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/C2-25/C205-25.xml_log.log,1,1.0,,,,1.79,14.0,0.0,7.0221606e-15,146.0,,,,"""src/Resultados/Restriccion demanda/logs/C205-25.xml_log.log""",4,0,13.0.2,C2-25,5361.0,370525.0,41.6958
linux64,2026-07-01 13:12:50,8,8,4,372579,215415,1855035,0xd6a8701b,375,214920,188565,1.0,100000.0,2.0,60.0,1.0,4000.0,1.0,100000.0,17.74,245224,215295,1008600,207.6,139466,75.97,0,2143,1257588,7222.27,3928.44,,207.6,,,36.0,1415.0,50.0,459.0,3.0,5.0,,5.0,,121.0,125.0,,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/C2-25/C206-25.xml_log.log,1,4.0,,,,1.11,17.0,0.0,1.1379786e-15,101.0,,,,"""src/Resultados/Restriccion demanda/logs/C206-25.xml_log.log""",4,0,13.0.2,C2-25,2223.0,374802.0,
linux64,2026-07-01 17:18:24,8,8,4,373749,216585,1925235,0xac440540,375,216090,189735,1.0,100000.0,2.0,60.0,1.0,4000.0,1.0,100000.0,40.25,246439,216465,1019190,200.5,136018,116.12,0,262,1423974,7204.05,3338.02,402.1,212.6,0.47127600000000003,1.0,655.0,7676.0,47.0,762.0,8.0,20.0,13.0,3.0,,214.0,4548.0,2.0,,8,6,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/C2-25/C207-25.xml_log.log,1,3.0,,,,4.25,15.0,0.0,2.220446e-15,150.0,,,,"""src/Resultados/Restriccion demanda/logs/C207-25.xml_log.log""",4,0,13.0.2,C2-25,13952.0,387701.0,47.1276
linux64,2026-07-01 21:23:23,8,8,4,373074,215910,1884735,0x4887464a,375,215415,189060,1.0,100000.0,2.0,60.0,1.0,4000.0,1.0,100000.0,25.53,245734,215790,1013100,201.9,140110,99.16,0,3456,1523322,7202.65,4790.85,,201.9,,,533.0,4026.0,113.0,1007.0,2.0,33.0,5.0,6.0,,95.0,1464.0,,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/C2-25/C208-25.xml_log.log,1,7.0,,,,5.28,15.0,0.0,2.220446e-15,139.0,,,,"""src/Resultados/Restriccion demanda/logs/C208-25.xml_log.log""",4,0,13.0.2,C2-25,7291.0,380365.0,
linux64,2026-06-30 18:51:51,8,8,4,375214,223845,3999375,0xac9cf3f6,735,222990,196635,1.0,100000.0,2.0,60.0,1.0,4000.0,1.0,100000.0,32.03,253009,223725,1141500,377.8,129975,180.37,0,691,2068953,7203.63,4659.63,549.7,377.8,0.312716,,1606.0,3349.0,369.0,414.0,1.0,12.0,,1.0,,76.0,1887.0,,,8,3,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/C2-50/C201-50.xml_log.log,1,,,,,10.72,19.0,0.0,9.6998798e-14,223.0,,,,"""src/Resultados/Restriccion demanda/logs/C201-50.xml_log.log""",4,0,13.0.2,C2-50,7715.0,382929.0,31.2716
linux64,2026-06-30 22:56:00,8,8,4,400906,242775,5168805,0xd6554396,750,241905,215550,1.0,100000.0,2.0,60.0,1.0,4000.0,1.0,100000.0,27.71,272776,242655,1280040,354.8,132027,137.61,0,838,1358424,7200.8,4516.35,,354.8,,9.0,42.0,188.0,586.0,375.0,1.0,,1.0,2.0,,176.0,491.0,4.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/C2-50/C202-50.xml_log.log,1,5.0,,,,11.48,13.0,0.0,7.0290995e-14,173.0,,,,"""src/Resultados/Restriccion demanda/logs/C202-50.xml_log.log""",4,0,13.0.2,C2-50,1880.0,402786.0,
linux64,2026-07-01 03:00:05,8,8,4,408198,249975,5948385,0xcd8ab317,750,249105,222750,1.0,100000.0,2.0,60.0,1.0,4000.0,1.0,100000.0,33.72,280083,249855,1351410,333.5,137497,271.7,0,2335,1354183,7225.49,3667.95,,333.5,,,134.0,681.0,328.0,90.0,,1.0,2.0,3.0,,198.0,69.0,18.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/C2-50/C203-50.xml_log.log,1,3.0,,,,21.54,15.0,0.0,2.3939184e-15,320.0,,,,"""src/Resultados/Restriccion demanda/logs/C203-50.xml_log.log""",4,0,13.0.2,C2-50,1527.0,409725.0,
linux64,2026-07-01 07:05:49,8,8,4,413148,254925,6492885,0xa85950b7,750,254055,227700,1.0,100000.0,2.0,60.0,1.0,4000.0,1.0,100000.0,48.46,285243,254805,1401315,324.7,136526,286.86,0,2322,1628823,7207.77,4700.16,,324.7,,,62.0,246.0,478.0,376.0,1.0,5.0,1.0,,,251.0,171.0,,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/C2-50/C204-50.xml_log.log,1,5.0,,,,17.89,15.0,0.0,8.9719898e-15,326.0,4.0,,,"""src/Resultados/Restriccion demanda/logs/C204-50.xml_log.log""",4,0,13.0.2,C2-50,1600.0,414748.0,
linux64,2026-07-01 11:10:31,8,8,4,386259,231210,4312725,0x140340fb,750,230340,203985,1.0,100000.0,2.0,60.0,1.0,4000.0,1.0,100000.0,31.34,260994,231090,1188105,348.4,132520,170.27,0,3174,1222903,7200.84,4477.97,,348.4,,,85.0,1874.0,792.0,590.0,,2.0,1.0,3.0,,190.0,238.0,,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/C2-50/C205-50.xml_log.log,1,2.0,,,,7.61,16.0,0.0,2.4008573e-15,215.0,,,,"""src/Resultados/Restriccion demanda/logs/C205-50.xml_log.log""",4,0,13.0.2,C2-50,3777.0,390036.0,
linux64,2026-07-01 15:15:37,8,8,4,395039,237000,4545975,0x493ebc46,750,236130,209775,1.0,100000.0,2.0,60.0,1.0,4000.0,1.0,100000.0,57.0,266864,236880,1222635,345.8,140946,294.3,0,2383,1171447,7201.63,4290.91,,345.8,,,417.0,571.0,610.0,205.0,,,2.0,1.0,,197.0,34.0,18.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/C2-50/C206-50.xml_log.log,1,5.0,,,,11.05,15.0,0.0,4.3576254e-15,368.0,,,,"""src/Resultados/Restriccion demanda/logs/C206-50.xml_log.log""",4,0,13.0.2,C2-50,2060.0,397099.0,
linux64,2026-07-01 19:20:47,8,8,4,398804,240765,4960125,0x9b688b48,750,239895,213540,1.0,100000.0,2.0,60.0,1.0,4000.0,1.0,100000.0,48.85,270674,240645,1260360,344.2,138569,164.31,0,498,1030931,7226.03,4179.61,,344.2,,2.0,427.0,195.0,629.0,168.0,5.0,,1.0,,,196.0,166.0,1.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/C2-50/C207-50.xml_log.log,1,3.0,,,,13.15,15.0,0.0,4.2049697e-15,221.0,,,,"""src/Resultados/Restriccion demanda/logs/C207-50.xml_log.log""",4,0,13.0.2,C2-50,1793.0,400597.0,
linux64,2026-07-01 23:25:52,8,8,4,396554,238515,4712625,0x025a19d6,750,237645,211290,1.0,100000.0,2.0,60.0,1.0,4000.0,1.0,100000.0,51.52,268394,238395,1237830,344.1,135915,166.88,0,613,858527,7202.24,4453.69,,344.1,,,98.0,273.0,557.0,443.0,2.0,1.0,2.0,6.0,,166.0,134.0,24.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/C2-50/C208-50.xml_log.log,1,5.0,,,,23.08,14.0,0.0,9.5715103e-14,236.0,1.0,,,"""src/Resultados/Restriccion demanda/logs/C208-50.xml_log.log""",4,0,13.0.2,C2-50,1712.0,398266.0,
linux64,2026-07-02 01:27:07,8,8,4,96398,57015,572460,0x6bd550f5,0,56775,48525,1.0,40000.0,7.0,60.0,1.0,2000.0,1.0,40000.0,7.01,65108,56775,275865,617.1,57904,84.32,0,6531,5075791,7202.43,8052.01,,617.1,,,1135.0,16.0,318.0,324.0,319.0,360.0,419.0,2.0,,9.0,546.0,50.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/R1-25/R101-25.xml_log.log,1,1.0,,,,,,,,,,,,"""src/Resultados/Restriccion demanda/logs/R101-25.xml_log.log""",4,0,13.0.2,R1-25,3499.0,99897.0,
linux64,2026-07-02 05:29:30,8,8,4,111182,67245,868470,0x0ed2b0c1,375,66720,58785,1.0,40000.0,7.0,60.0,1.0,2000.0,1.0,40000.0,5.58,76142,67095,334950,461.2,49148,34.66,0,5407,3059762,7203.29,4817.45,,504.5,,2.0,277.0,70.0,56.0,73.0,9.0,127.0,189.0,60.0,,36.0,39.0,,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/R1-25/R102-25.xml_log.log,1,2.0,98.0,,,,,,,,,1.0,,"""src/Resultados/Restriccion demanda/logs/R102-25.xml_log.log""",4,0,13.0.2,R1-25,1039.0,112221.0,
linux64,2026-07-02 09:32:27,8,8,4,112937,69000,973770,0xd859b509,375,68475,60540,1.0,40000.0,7.0,60.0,1.0,2000.0,1.0,40000.0,5.92,77942,68850,352470,363.8,46958,53.89,0,3265,2422997,7202.05,4744.5,544.9,392.5,0.279684,,131.0,10.0,19.0,28.0,3.0,72.0,155.0,23.0,,51.0,37.0,,,8,10,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_demanda/logs/R1-25/R103-25.xml_log.log,1,3.0,108.0,,,,,,,,,,,"""src/Resultados/Restriccion demanda/logs/R103-25.xml_log.log""",4,0,13.0.2,R1-25,640.0,113577.0,27.9684
