Platform,Time,PhysicalCores,LogicalProcessors,Threads,NumConstrs,NumVars,NumNZs,Fingerprint,PresolvedNumConVars,PresolvedNumIntVars,PresolvedNumBinVars,MinCoeff,MaxCoeff,MinObjCoeff,MaxObjCoeff,MinBound,MaxBound,MinRHS,MaxRHS,PresolveTime,PresolvedNumConstrs,PresolvedNumVars,PresolvedNumNZs,RelaxObj,RelaxIterCount,RelaxTime,PreTreeSolutions,NodeCount,IterCount,Runtime,Work,ObjVal,ObjBound,MIPGap,Cuts: Gomory,Cuts: Cover,Cuts: Implied bound,Cuts: Projected implied bound,Cuts: Clique,Cuts: MIR,Cuts: StrongCG,Cuts: Flow cover,Cuts: GUB cover,Cuts: Inf proof,Cuts: RLT,Cuts: Relax-and-lift,Cuts: BQP,Cores,SolCount,Status,ModelType,ChangedParams,LogFilePath,LogNumber,Cuts: Learned,Cuts: Zero half,Cuts: Mod-K,Cuts: Network,Cuts: Lift-and-project,OrderingTime,BarIterCount,PushPhasePInf,PushPhaseDInf,PushPhaseEndTime,Cuts: PSD,Cuts: Mixing,Cuts: Knapsack,LogFile (Parameter),Threads (Parameter),Seed,Version,Group,TotalCuts,TotalInequalities,MIPGapPct
linux64,2026-06-23 05:23:48,8,8,4,101018,60330,404310,0xc14ea562,210,59910,51855,1.0,40000.0,7.0,60.0,1.0,2000.0,1.0,40000.0,2.46,68558,60120,297345,452.2,53282,49.63,0,4589,3270513,7200.45,5749.38,,516.3,,5.0,69.0,41.0,108.0,10.0,130.0,5.0,280.0,263.0,,50.0,80.0,1.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_cota_global/logs/R1-25/R105-25.xml_log.log,1,,41.0,,,,,,,,,,,,"""src/Resultados/Restriccion cota global/logs/R105-25.xml_log.log""",4,0,13.0.2,R1-25,1083.0,102101.0,
linux64,2026-06-23 09:24:19,8,8,4,111962,68100,467520,0x8d46d0a9,375,67575,59640,1.0,40000.0,7.0,60.0,1.0,2000.0,1.0,40000.0,2.17,76997,67950,343380,378.7,59030,56.7,0,9819,6068402,7200.09,9902.12,529.3,394.6,0.25448699999999996,,18.0,16.0,,2.0,11.0,,6.0,,,12.0,5.0,,8,6,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_cota_global/logs/R1-25/R106-25.xml_log.log,1,,,,,,,,,,,,,,"""src/Resultados/Restriccion cota global/logs/R106-25.xml_log.log""",4,0,13.0.2,R1-25,70.0,112032.0,25.448699999999995
linux64,2026-06-23 13:24:59,8,8,4,113342,69480,481320,0x36307497,375,68955,61020,1.0,40000.0,7.0,60.0,1.0,2000.0,1.0,40000.0,3.07,78422,69330,357270,354.5,47948,36.39,0,1291,2464851,7200.15,5770.19,490.1,382.9,0.218731,1.0,172.0,30.0,40.0,35.0,311.0,2.0,345.0,170.0,,56.0,18.0,,8,10,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_cota_global/logs/R1-25/R107-25.xml_log.log,1,,26.0,,,,,,,,,,,,"""src/Resultados/Restriccion cota global/logs/R107-25.xml_log.log""",4,0,13.0.2,R1-25,1206.0,114548.0,21.8731
linux64,2026-06-23 17:25:38,8,8,4,115895,71205,494790,0xd3f2f951,375,70665,62730,1.0,40000.0,7.0,60.0,1.0,2000.0,1.0,40000.0,2.89,80210,71040,368010,343.6,48795,32.4,0,12400,4812920,7200.18,9279.89,,353.6,,1.0,28.0,25.0,,11.0,20.0,,4.0,13.0,,50.0,8.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_cota_global/logs/R1-25/R108-25.xml_log.log,1,,,,,,,,,,,,,,"""src/Resultados/Restriccion cota global/logs/R108-25.xml_log.log""",4,0,13.0.2,R1-25,160.0,116055.0,
linux64,2026-06-23 21:26:20,8,8,4,108539,65505,445350,0xca2e6a5f,375,64935,57000,1.0,40000.0,7.0,60.0,1.0,2000.0,1.0,40000.0,1.9,74294,65310,330015,374.7,55587,42.55,0,3558,3567559,7203.15,5717.87,446.8,400.3,0.104073,4.0,121.0,12.0,193.0,2.0,51.0,6.0,397.0,157.0,,86.0,51.0,,8,10,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_cota_global/logs/R1-25/R109-25.xml_log.log,1,,20.0,,,,,,,,,,,,"""src/Resultados/Restriccion cota global/logs/R109-25.xml_log.log""",4,0,13.0.2,R1-25,1100.0,109639.0,10.4073
linux64,2026-06-24 01:26:59,8,8,4,113990,69300,475740,0xc063ecef,375,68745,60810,1.0,40000.0,7.0,60.0,1.0,2000.0,1.0,40000.0,2.0,78170,69120,353175,344.7,37232,32.19,0,8483,5023172,7200.12,9335.88,,345.9,,2.0,34.0,45.0,,8.0,26.0,,7.0,8.0,,87.0,5.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_cota_global/logs/R1-25/R110-25.xml_log.log,1,,,,,,,,,,,,,,"""src/Resultados/Restriccion cota global/logs/R110-25.xml_log.log""",4,0,13.0.2,R1-25,222.0,114212.0,
linux64,2026-06-24 05:27:37,8,8,4,112436,68850,476280,0x06b695c7,375,68310,60375,1.0,40000.0,7.0,60.0,1.0,2000.0,1.0,40000.0,2.36,77726,68685,355050,354.5,50989,41.58,0,2665,3096227,7201.28,6038.5,522.9,390.5,0.253203,3.0,212.0,19.0,146.0,34.0,142.0,5.0,134.0,165.0,,32.0,19.0,,8,7,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_cota_global/logs/R1-25/R111-25.xml_log.log,1,,17.0,,,,,,,,,,,,"""src/Resultados/Restriccion cota global/logs/R111-25.xml_log.log""",4,0,13.0.2,R1-25,928.0,113364.0,25.3203
linux64,2026-06-24 09:28:21,8,8,4,116390,71700,499740,0x901a1bc6,375,71190,63255,1.0,40000.0,7.0,60.0,1.0,2000.0,1.0,40000.0,2.78,80630,71565,370470,343.6,68318,65.36,0,5160,2470770,7200.07,7468.68,,356.200000001,,10.0,71.0,49.0,54.0,124.0,125.0,19.0,152.0,23.0,,114.0,134.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_cota_global/logs/R1-25/R112-25.xml_log.log,1,,34.0,,,,,,,,,,,,"""src/Resultados/Restriccion cota global/logs/R112-25.xml_log.log""",4,0,13.0.2,R1-25,909.0,117299.0,
linux64,2026-06-22 15:21:24,8,8,4,197325,118740,814140,0x977e4b86,0,118230,101715,1.0,40000.0,5.0,60.0,1.0,2000.0,1.0,40000.0,5.78,133575,118230,598230,1031.2,63470,23.81,0,266,1710611,7200.12,5956.46,,1039.6,,1.0,271.0,240.0,,507.0,109.0,32.0,10.0,2.0,,34.0,269.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_cota_global/logs/R1-50/R101-50.xml_log.log,1,,1.0,,,,1.38,22.0,0.0,9.3675068e-15,32.0,,,,"""src/Resultados/Restriccion cota global/logs/R101-50.xml_log.log""",4,0,13.0.2,R1-50,1476.0,198801.0,
linux64,2026-06-22 19:22:05,8,8,4,236259,146910,1046700,0x5329d65b,750,145665,129810,1.0,40000.0,5.0,60.0,1.0,2000.0,1.0,40000.0,6.68,164514,146415,799830,719.5,68525,36.13,0,378,1657986,7200.18,6292.17,,776.7,,,146.0,3410.0,,287.0,916.0,55.0,9.0,265.0,,17.0,6033.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_cota_global/logs/R1-50/R102-50.xml_log.log,1,11.0,23.0,,,,2.07,13.0,0.0,5.1111892e-14,44.0,,,2.0,"""src/Resultados/Restriccion cota global/logs/R102-50.xml_log.log""",4,0,13.0.2,R1-50,11174.0,247433.0,
linux64,2026-06-22 23:22:43,8,8,4,249384,157275,1137750,0x0614bbd0,750,156090,140235,1.0,40000.0,5.0,60.0,1.0,2000.0,1.0,40000.0,7.31,175104,156840,876885,572.9,70338,43.68,0,793,1291774,7200.37,6992.1,,620.1,,,134.0,918.0,,322.0,90.0,16.0,30.0,30.0,,288.0,1212.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_cota_global/logs/R1-50/R103-50.xml_log.log,1,,17.0,,,,2.46,15.0,0.0,5.6205041e-14,53.0,,,,"""src/Resultados/Restriccion cota global/logs/R103-50.xml_log.log""",4,0,13.0.2,R1-50,3057.0,252441.0,
linux64,2026-06-23 03:23:35,8,8,4,257433,164220,1202160,0x3232acec,750,163110,147255,1.0,40000.0,4.0,60.0,1.0,2000.0,1.0,40000.0,9.4,182283,163860,931245,502.9,71423,65.73,0,5389,1601134,7200.77,5672.94,,525.3,,17.0,418.0,142.0,217.0,146.0,235.0,35.0,366.0,246.0,,138.0,266.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_cota_global/logs/R1-50/R104-50.xml_log.log,1,,78.0,,,3.0,2.95,15.0,0.0,4.6351811e-15,78.0,,,,"""src/Resultados/Restriccion cota global/logs/R104-50.xml_log.log""",4,0,13.0.2,R1-50,2307.0,259740.0,
linux64,2026-06-23 07:24:09,8,8,4,208200,126855,882690,0x7ccd84bf,570,125835,109845,1.0,40000.0,4.0,60.0,1.0,2000.0,1.0,40000.0,5.81,142770,126405,660360,804.7,64824,22.25,0,3038,1595080,7200.12,5933.36,,868.3,,12.0,264.0,55.0,376.0,23.0,149.0,130.0,840.0,445.0,,133.0,113.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_cota_global/logs/R1-50/R105-50.xml_log.log,1,,19.0,,,,1.35,18.0,0.0,3.3329653e-12,30.0,,,,"""src/Resultados/Restriccion cota global/logs/R105-50.xml_log.log""",4,0,13.0.2,R1-50,2559.0,210759.0,
linux64,2026-06-23 11:24:45,8,8,4,239199,149850,1076100,0xae7418d5,750,148695,132840,1.0,40000.0,4.0,60.0,1.0,2000.0,1.0,40000.0,8.26,167544,149445,826875,562.7,69673,29.18,0,377,1506422,7200.22,5839.44,,645.1,,,247.0,110.0,,66.0,99.0,5.0,20.0,355.0,,134.0,220.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_cota_global/logs/R1-50/R106-50.xml_log.log,1,3.0,4.0,,,,2.32,16.0,0.0,8.2156504e-15,39.0,,,,"""src/Resultados/Restriccion cota global/logs/R106-50.xml_log.log""",4,0,13.0.2,R1-50,1263.0,240462.0,
linux64,2026-06-23 15:25:24,8,8,4,251274,159165,1156650,0xcfff80ae,750,158025,142170,1.0,40000.0,4.0,60.0,1.0,2000.0,1.0,40000.0,7.69,177039,158775,895395,499.8,70342,55.65,0,266,1291368,7200.34,5931.01,,543.6,,1.0,230.0,174.0,,154.0,220.0,21.0,17.0,277.0,,211.0,335.0,1.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_cota_global/logs/R1-50/R107-50.xml_log.log,1,6.0,2.0,,,2.0,3.37,13.0,0.0,2.0627944e-13,66.0,,,,"""src/Resultados/Restriccion cota global/logs/R107-50.xml_log.log""",4,0,13.0.2,R1-50,1651.0,252925.0,
linux64,2026-06-23 19:26:10,8,8,4,258108,164895,1208910,0x3cec9d84,750,163785,147930,1.0,40000.0,4.0,60.0,1.0,2000.0,1.0,40000.0,9.9,182958,164535,937995,476.4,72337,57.18,0,461,960397,7200.14,6544.17,,497.7,,4.0,87.0,2495.0,,445.0,161.0,5.0,27.0,7.0,,392.0,2891.0,1.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_cota_global/logs/R1-50/R108-50.xml_log.log,1,,6.0,,,,3.69,13.0,0.0,8.3405505e-15,70.0,,,,"""src/Resultados/Restriccion cota global/logs/R108-50.xml_log.log""",4,0,13.0.2,R1-50,6521.0,264629.0,
linux64,2026-06-23 23:26:45,8,8,4,227052,141015,1002870,0xb2c1dce7,750,139830,123975,1.0,40000.0,4.0,60.0,1.0,2000.0,1.0,40000.0,5.91,158517,140580,771915,571.3,66949,37.2,0,1116,658479,7203.31,6983.27,,616.7,,3.0,248.0,50.0,229.0,74.0,192.0,3.0,263.0,59.0,,100.0,58.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_cota_global/logs/R1-50/R109-50.xml_log.log,1,,,1.0,,,3.43,14.0,0.0,6.0479399e-14,45.0,,,,"""src/Resultados/Restriccion cota global/logs/R109-50.xml_log.log""",4,0,13.0.2,R1-50,1280.0,228332.0,
linux64,2026-06-24 03:27:24,8,8,4,241434,152085,1098450,0xb3163204,750,150930,135075,1.0,40000.0,4.0,60.0,1.0,2000.0,1.0,40000.0,7.22,169734,151680,851115,499.0,69927,38.09,0,1195,1207565,7202.6,6239.97,,527.8,,6.0,92.0,30.0,127.0,42.0,215.0,12.0,53.0,30.0,,146.0,22.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_cota_global/logs/R1-50/R110-50.xml_log.log,1,,,,,,4.07,12.0,0.0,1.5071278e-14,47.0,,,,"""src/Resultados/Restriccion cota global/logs/R110-50.xml_log.log""",4,0,13.0.2,R1-50,775.0,242209.0,
linux64,2026-06-24 07:28:02,8,8,4,244554,155205,1129650,0xb3aab3de,750,154065,138210,1.0,40000.0,4.0,60.0,1.0,2000.0,1.0,40000.0,7.35,172929,154815,876795,496.6,69793,45.71,0,1130,1037467,7207.3,4863.13,,526.9,,2.0,165.0,36.0,620.0,124.0,322.0,138.0,884.0,197.0,,160.0,136.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_cota_global/logs/R1-50/R111-50.xml_log.log,1,,1.0,,,,2.58,14.0,0.0,5.689893e-15,55.0,,,1.0,"""src/Resultados/Restriccion cota global/logs/R111-50.xml_log.log""",4,0,13.0.2,R1-50,2786.0,247340.0,
linux64,2026-06-24 11:28:47,8,8,4,249954,160605,1183650,0xf6eaa981,750,159510,143655,1.0,40000.0,4.0,60.0,1.0,2000.0,1.0,40000.0,8.19,178359,160260,922620,470.6,70199,53.91,0,3598,1475604,7200.15,5772.41,,495.4,,22.0,216.0,107.0,154.0,178.0,174.0,18.0,797.0,63.0,,93.0,116.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_cota_global/logs/R1-50/R112-50.xml_log.log,1,,85.0,,,2.0,3.8,14.0,0.0,4.1050496e-14,64.0,,,,"""src/Resultados/Restriccion cota global/logs/R112-50.xml_log.log""",4,0,13.0.2,R1-50,2025.0,251979.0,
linux64,2026-06-24 13:29:03,8,8,4,121415,72585,489780,0xd3431b3d,375,72090,63660,1.0,200000.0,7.0,60.0,1.0,2000.0,1.0,200000.0,2.95,82100,72465,357465,423.0,68930,51.08,0,5438,4587013,7200.05,5897.5,545.1,462.2,0.152082,8.0,30.0,57.0,18.0,57.0,28.0,1.0,246.0,26.0,,20.0,94.0,,8,10,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_cota_global/logs/R2-25/R201-25.xml_log.log,1,1.0,6.0,,,,,,,,,,,,"""src/Resultados/Restriccion cota global/logs/R201-25.xml_log.log""",4,0,13.0.2,R2-25,592.0,122007.0,15.2082
linux64,2026-06-24 17:29:43,8,8,4,128128,77550,531450,0x7ceec12d,375,77055,68625,1.0,200000.0,7.0,60.0,1.0,2000.0,1.0,200000.0,3.34,87163,77430,390885,367.8,61779,52.67,0,1214,2993774,7210.99,5755.36,451.9,389.9,0.137198,9.0,120.0,27.0,20.0,1.0,43.0,7.0,298.0,134.0,,60.0,116.0,,8,10,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_cota_global/logs/R2-25/R202-25.xml_log.log,1,,10.0,,,,,,,,,,,,"""src/Resultados/Restriccion cota global/logs/R202-25.xml_log.log""",4,0,13.0.2,R2-25,845.0,128973.0,13.7198
linux64,2026-06-24 21:30:37,8,8,4,129268,78690,542850,0x6557267e,375,78195,69765,1.0,200000.0,7.0,60.0,1.0,2000.0,1.0,200000.0,3.64,88348,78570,401235,354.5,32815,22.37,0,5290,3265985,7200.14,5773.37,467.8,368.8,0.211629,5.0,109.0,45.0,164.0,15.0,49.0,4.0,535.0,114.0,,79.0,24.0,,8,10,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_cota_global/logs/R2-25/R203-25.xml_log.log,1,1.0,28.0,,,,,,,,,,,,"""src/Resultados/Restriccion cota global/logs/R203-25.xml_log.log""",4,0,13.0.2,R2-25,1172.0,130440.0,21.1629
linux64,2026-06-25 01:31:16,8,8,4,130369,79515,549840,0x0012846b,375,79020,70590,1.0,200000.0,7.0,60.0,1.0,2000.0,1.0,200000.0,2.37,89239,79395,406980,343.6,40676,24.83,0,7893,3541603,7200.05,8072.67,,356.8,,5.0,47.0,17.0,5.0,34.0,32.0,4.0,68.0,28.0,,33.0,14.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_cota_global/logs/R2-25/R204-25.xml_log.log,1,,8.0,,,,,,,,,,,,"""src/Resultados/Restriccion cota global/logs/R204-25.xml_log.log""",4,0,13.0.2,R2-25,295.0,130664.0,
linux64,2026-06-25 05:31:56,8,8,4,123200,74370,507630,0xd3a14d1a,375,73875,65445,1.0,200000.0,7.0,60.0,1.0,2000.0,1.0,200000.0,2.15,83885,74250,373530,374.7,45851,41.43,0,5843,3648025,7200.06,7935.69,,389.0000000003,,5.0,65.0,13.0,130.0,31.0,35.0,17.0,302.0,26.0,,57.0,22.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_cota_global/logs/R2-25/R205-25.xml_log.log,1,,21.0,,,,,,,,,,,,"""src/Resultados/Restriccion cota global/logs/R205-25.xml_log.log""",4,0,13.0.2,R2-25,724.0,123924.0,
linux64,2026-06-25 09:32:34,8,8,4,128848,78270,538650,0x858f6987,375,77775,69345,1.0,200000.0,7.0,60.0,1.0,2000.0,1.0,200000.0,2.49,87883,78150,397365,343.6,49315,31.67,0,2394,3657908,7200.21,5573.02,419.4,370.0,0.117787,1.0,108.0,15.0,241.0,1.0,40.0,1.0,314.0,109.0,,112.0,209.0,,8,10,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_cota_global/logs/R2-25/R206-25.xml_log.log,1,,23.0,1.0,,,,,,,,,,,"""src/Resultados/Restriccion cota global/logs/R206-25.xml_log.log""",4,0,13.0.2,R2-25,1175.0,130023.0,11.7787
linux64,2026-06-25 13:33:13,8,8,4,129463,78885,544800,0x101c273c,375,78390,69960,1.0,200000.0,7.0,60.0,1.0,2000.0,1.0,200000.0,2.63,88543,78765,402990,343.6,48777,43.54,0,3385,3283591,7200.61,5669.61,419.0,359.8,0.141289,4.0,113.0,31.0,19.0,25.0,51.0,11.0,129.0,51.0,,156.0,28.0,,8,10,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_cota_global/logs/R2-25/R207-25.xml_log.log,1,,42.0,,,,,,,,,,,,"""src/Resultados/Restriccion cota global/logs/R207-25.xml_log.log""",4,0,13.0.2,R2-25,660.0,130123.0,14.1289
linux64,2026-06-25 17:34:02,8,8,4,130444,79590,550590,0x7eb603e8,375,79095,70665,1.0,200000.0,7.0,60.0,1.0,2000.0,1.0,200000.0,2.73,89314,79470,407655,343.6,38531,16.58,0,6934,3187057,7200.01,7860.61,,356.2,,6.0,73.0,28.0,13.0,29.0,77.0,15.0,285.0,13.0,,85.0,13.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_cota_global/logs/R2-25/R208-25.xml_log.log,1,,25.0,,,,,,,,,,,,"""src/Resultados/Restriccion cota global/logs/R208-25.xml_log.log""",4,0,13.0.2,R2-25,662.0,131106.0,
linux64,2026-06-25 21:35:11,8,8,4,128734,77880,533490,0x96e34552,375,77385,68955,1.0,200000.0,7.0,60.0,1.0,2000.0,1.0,200000.0,2.36,87469,77760,391980,355.7,61477,56.87,0,2167,2877052,7200.62,6496.27,489.5,365.8,0.252707,11.0,205.0,49.0,76.0,18.0,172.0,15.0,565.0,67.0,,63.0,40.0,,8,9,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_cota_global/logs/R2-25/R209-25.xml_log.log,1,,31.0,,,,,,,,,,,,"""src/Resultados/Restriccion cota global/logs/R209-25.xml_log.log""",4,0,13.0.2,R2-25,1312.0,130046.0,25.2707
linux64,2026-06-26 01:35:52,8,8,4,128531,78045,536820,0x652ed1b2,375,77550,69120,1.0,200000.0,7.0,60.0,1.0,2000.0,1.0,200000.0,2.37,87611,77925,395850,354.5,52715,34.32,0,1249,2815312,7201.27,6669.29,490.6,390.9,0.20322099999999998,2.0,104.0,29.0,6.0,4.0,122.0,11.0,229.0,133.0,,70.0,20.0,,8,9,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_cota_global/logs/R2-25/R210-25.xml_log.log,1,,83.0,,,,,,,,,,1.0,,"""src/Resultados/Restriccion cota global/logs/R210-25.xml_log.log""",4,0,13.0.2,R2-25,814.0,129345.0,20.3221
linux64,2026-06-26 05:36:32,8,8,4,130609,79755,552240,0x9cc65c4d,375,79260,70830,1.0,200000.0,7.0,60.0,1.0,2000.0,1.0,200000.0,3.04,89359,79635,408900,343.6,51987,43.45,0,7243,3736009,7200.01,7681.86,,356.2,,6.0,108.0,32.0,156.0,34.0,54.0,5.0,438.0,12.0,,163.0,40.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_cota_global/logs/R2-25/R211-25.xml_log.log,1,,37.0,,,,,,,,,,,,"""src/Resultados/Restriccion cota global/logs/R211-25.xml_log.log""",4,0,13.0.2,R2-25,1085.0,131694.0,
linux64,2026-06-24 15:29:27,8,8,4,252099,154470,1084680,0xce700a37,750,153525,136680,1.0,200000.0,4.0,60.0,1.0,2000.0,1.0,200000.0,6.64,173544,154275,806655,720.4,82573,70.98,0,4121,1525424,7200.38,6089.53,,763.8,,,,,,,,,,,,,,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_cota_global/logs/R2-50/R201-50.xml_log.log,1,,,,,,4.65,14.0,0.0,1.3743173e-13,80.0,,,,"""src/Resultados/Restriccion cota global/logs/R201-50.xml_log.log""",4,0,13.0.2,R2-50,0.0,252099.0,
linux64,2026-06-24 19:30:21,8,8,4,270742,169065,1212150,0x7af4a1c2,750,168120,151275,1.0,200000.0,4.0,60.0,1.0,2000.0,1.0,200000.0,7.11,188332,168870,911820,554.6,86985,46.7,0,275,857581,7200.3,6208.43,,578.3,,1.0,89.0,1940.0,,770.0,152.0,42.0,11.0,11.0,,284.0,2417.0,1.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_cota_global/logs/R2-50/R202-50.xml_log.log,1,5.0,10.0,,,,2.55,13.0,0.0,8.6361474e-14,56.0,,,,"""src/Resultados/Restriccion cota global/logs/R202-50.xml_log.log""",4,0,13.0.2,R2-50,5733.0,276475.0,
linux64,2026-06-24 23:31:04,8,8,4,277332,174735,1264650,0xe7193c97,750,173790,156945,1.0,200000.0,4.0,60.0,1.0,2000.0,1.0,200000.0,7.88,194127,174540,957030,499.8,87208,54.22,0,5224,1877052,7200.07,5944.93,,523.0,,21.0,249.0,45.0,174.0,288.0,69.0,4.0,302.0,168.0,,46.0,71.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_cota_global/logs/R2-50/R203-50.xml_log.log,1,,12.0,,,,4.92,12.0,0.0,2.4424907e-14,64.0,,,,"""src/Resultados/Restriccion cota global/logs/R203-50.xml_log.log""",4,0,13.0.2,R2-50,1449.0,278781.0,
linux64,2026-06-25 03:31:44,8,8,4,281300,178335,1298970,0xf693b220,750,177390,160545,1.0,200000.0,4.0,60.0,1.0,2000.0,1.0,200000.0,7.83,197870,178140,987270,476.4,86263,66.05,0,4053,2002796,7200.69,5793.2,,496.3,,20.0,88.0,123.0,117.0,304.0,353.0,5.0,313.0,21.0,,72.0,104.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_cota_global/logs/R2-50/R204-50.xml_log.log,1,,20.0,,,,5.42,12.0,0.0,2.9712344e-14,76.0,,,,"""src/Resultados/Restriccion cota global/logs/R204-50.xml_log.log""",4,0,13.0.2,R2-50,1540.0,282840.0,
linux64,2026-06-25 07:32:21,8,8,4,260414,161865,1154430,0x9b432032,750,160920,144075,1.0,200000.0,4.0,60.0,1.0,2000.0,1.0,200000.0,8.17,180959,161670,867120,574.0,84210,61.46,0,292,998756,7200.23,6194.76,,591.5,,1.0,89.0,255.0,,777.0,284.0,15.0,17.0,30.0,,312.0,578.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_cota_global/logs/R2-50/R205-50.xml_log.log,1,,,,,2.0,6.03,12.0,0.0,7.2636341e-14,72.0,,,,"""src/Resultados/Restriccion cota global/logs/R205-50.xml_log.log""",4,0,13.0.2,R2-50,2360.0,262774.0,
linux64,2026-06-25 11:33:01,8,8,4,273577,171900,1240500,0x9be79b1c,750,170955,154110,1.0,200000.0,4.0,60.0,1.0,2000.0,1.0,200000.0,8.01,191167,171705,937275,501.7,85664,51.51,0,5228,1922211,7200.14,5934.07,,557.2,,10.0,126.0,108.0,522.0,328.0,130.0,1.0,289.0,222.0,,78.0,117.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_cota_global/logs/R2-50/R206-50.xml_log.log,1,,24.0,,,,5.96,11.0,0.0,3.6831649e-14,61.0,,,,"""src/Resultados/Restriccion cota global/logs/R206-50.xml_log.log""",4,0,13.0.2,R2-50,1955.0,275532.0,
