Platform,Time,PhysicalCores,LogicalProcessors,Threads,NumConstrs,NumVars,NumNZs,Fingerprint,PresolvedNumConVars,PresolvedNumIntVars,PresolvedNumBinVars,MinCoeff,MaxCoeff,MinObjCoeff,MaxObjCoeff,MinBound,MaxBound,MinRHS,MaxRHS,PresolveTime,PresolvedNumConstrs,PresolvedNumVars,PresolvedNumNZs,RelaxObj,RelaxIterCount,RelaxTime,PreTreeSolutions,NodeCount,IterCount,Runtime,Work,ObjVal,ObjBound,MIPGap,Cuts: Gomory,Cuts: Cover,Cuts: Implied bound,Cuts: Projected implied bound,Cuts: Clique,Cuts: MIR,Cuts: StrongCG,Cuts: Flow cover,Cuts: GUB cover,Cuts: Inf proof,Cuts: Zero half,Cuts: Relax-and-lift,Cores,SolCount,Status,ModelType,ChangedParams,LogFilePath,LogNumber,Cuts: Mod-K,Cuts: RLT,Cuts: BQP,Cuts: Learned,Cuts: Network,OrderingTime,BarIterCount,PushPhasePInf,PushPhaseDInf,PushPhaseEndTime,Cuts: Lift-and-project,Cuts: PSD,Cuts: Mixing,Cuts: Knapsack,LogFile (Parameter),Threads (Parameter),Seed,Version,Group,TotalCuts,TotalInequalities,MIPGapPct
linux64,2026-06-13 18:48:48,8,8,4,115549,70860,490710,0xf03eb1a5,375,70305,62370,1.0,40000.0,7.0,60.0,1.0,2000.0,1.0,40000.0,2.15,79849,70680,363780,298.6475,51107,61.94,0,19426,3396203,7200.07,9682.03,,310.7,,3.0,32.0,33.0,,12.0,6.0,2.0,2.0,29.0,,1.0,21.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/R1-25/R104-25.xml_log.log,1,,62.0,,,,,,,,,,,,,"""src/Resultados/Sin Restricciones/logs/R104-25.xml_log.log""",4,0,13.0.2,R1-25,203.0,115752.0,
linux64,2026-06-13 22:49:28,8,8,4,101017,60330,403680,0x263e6bad,210,59910,51855,1.0,40000.0,7.0,60.0,1.0,2000.0,1.0,40000.0,3.05,68557,60120,296715,452.2,47964,43.48,0,4624,5005116,7200.08,6268.41,,517.3,,3.0,44.0,21.0,15.0,2.0,12.0,,185.0,197.0,,42.0,33.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/R1-25/R105-25.xml_log.log,1,,76.0,,,,,,,,,,,,,"""src/Resultados/Sin Restricciones/logs/R105-25.xml_log.log""",4,0,13.0.2,R1-25,630.0,101647.0,
linux64,2026-06-14 02:50:04,8,8,4,111961,68100,466890,0xbd1bb30f,375,67575,59640,1.0,40000.0,7.0,60.0,1.0,2000.0,1.0,40000.0,3.12,76996,67950,342750,327.0539,48312,58.25,0,1610,2627310,7200.09,5841.81,529.3,437.3,0.173814,17.0,307.0,13.0,54.0,83.0,26.0,2.0,105.0,151.0,,18.0,33.0,8,10,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/R1-25/R106-25.xml_log.log,1,,37.0,,7.0,,,,,,,,,,,"""src/Resultados/Sin Restricciones/logs/R106-25.xml_log.log""",4,0,13.0.2,R1-25,853.0,112814.0,17.3814
linux64,2026-06-14 06:50:40,8,8,4,113341,69480,480690,0x5ffb623a,375,68955,61020,1.0,40000.0,7.0,60.0,1.0,2000.0,1.0,40000.0,2.06,78421,69330,356640,300.3026,49001,46.55,0,1770,1884055,7200.06,7432.78,477.9,377.9,0.20924900000000002,17.0,180.0,15.0,33.0,25.0,41.0,6.0,134.0,150.0,,34.0,14.0,8,8,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/R1-25/R107-25.xml_log.log,1,,60.0,,,,,,,,,,,,,"""src/Resultados/Sin Restricciones/logs/R107-25.xml_log.log""",4,0,13.0.2,R1-25,709.0,114050.0,20.9249
linux64,2026-06-14 10:51:17,8,8,4,115894,71205,494160,0x8cf25c00,375,70665,62730,1.0,40000.0,7.0,60.0,1.0,2000.0,1.0,40000.0,2.32,80209,71040,367380,288.7876,53906,72.57,0,20870,2498158,7200.08,8634.33,,355.7,,8.0,104.0,13.0,127.0,139.0,11.0,2.0,203.0,45.0,,38.0,19.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/R1-25/R108-25.xml_log.log,1,,62.0,,,,,,,,,,,,,"""src/Resultados/Sin Restricciones/logs/R108-25.xml_log.log""",4,0,13.0.2,R1-25,771.0,116665.0,
linux64,2026-06-14 14:52:15,8,8,4,108538,65505,444720,0xb9f45c75,375,64935,57000,1.0,40000.0,7.0,60.0,1.0,2000.0,1.0,40000.0,2.58,74293,65310,329385,346.7,36040,28.38,0,1374,1739445,7200.84,5356.0,446.9,397.0,0.11165800000000001,12.0,145.0,19.0,29.0,20.0,87.0,5.0,180.0,213.0,,36.0,18.0,8,9,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/R1-25/R109-25.xml_log.log,1,,150.0,,1.0,,,,,,,,,,,"""src/Resultados/Sin Restricciones/logs/R109-25.xml_log.log""",4,0,13.0.2,R1-25,915.0,109453.0,11.1658
linux64,2026-06-14 18:52:57,8,8,4,113989,69300,475110,0x1f1585f3,375,68745,60810,1.0,40000.0,7.0,60.0,1.0,2000.0,1.0,40000.0,2.13,78169,69120,352545,292.9818,51528,53.93,0,21531,2654651,7200.0,8867.49,,300.2,,,20.0,4.0,,7.0,7.0,,,,,,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/R1-25/R110-25.xml_log.log,1,,20.0,,,,,,,,,,,,,"""src/Resultados/Sin Restricciones/logs/R110-25.xml_log.log""",4,0,13.0.2,R1-25,58.0,114047.0,
linux64,2026-06-14 22:53:35,8,8,4,112435,68850,475650,0x80e9f018,375,68310,60375,1.0,40000.0,7.0,60.0,1.0,2000.0,1.0,40000.0,2.74,77725,68685,354420,300.3614,49111,61.3,0,2599,2456679,7200.06,5752.88,454.4,391.9,0.137544,14.0,120.0,9.0,28.0,91.0,56.0,4.0,218.0,145.0,,20.0,145.0,8,10,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/R1-25/R111-25.xml_log.log,1,1.0,65.0,,1.0,,,,,,,,,,,"""src/Resultados/Sin Restricciones/logs/R111-25.xml_log.log""",4,0,13.0.2,R1-25,917.0,113352.0,13.7544
linux64,2026-06-15 02:54:43,8,8,4,116389,71700,499110,0x4e355919,375,71190,63255,1.0,40000.0,7.0,60.0,1.0,2000.0,1.0,40000.0,3.33,80629,71565,369840,288.7876,50098,49.39,0,20993,2843229,7216.71,8167.73,,339.1,,16.0,10.0,7.0,437.0,78.0,14.0,2.0,46.0,6.0,,15.0,7.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/R1-25/R112-25.xml_log.log,1,,57.0,,,,,,,,,,,,,"""src/Resultados/Sin Restricciones/logs/R112-25.xml_log.log""",4,0,13.0.2,R1-25,695.0,117084.0,
linux64,2026-06-13 08:47:19,8,8,4,197324,118740,812955,0x7fb67ac5,0,118290,101775,1.0,40000.0,5.0,60.0,1.0,2000.0,1.0,40000.0,6.18,133634,118290,586005,1031.2,63547,19.34,0,991,2253839,7200.07,5415.93,,1038.8,,,32.0,126.0,,688.0,81.0,3.0,1.0,,,26.0,275.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/R1-50/R101-50.xml_log.log,1,,35.0,10.0,1.0,,1.49,19.0,0.0,3.2505661e-13,27.0,,10.0,,,"""src/Resultados/Sin Restricciones/logs/R101-50.xml_log.log""",4,0,13.0.2,R1-50,1288.0,198612.0,
linux64,2026-06-13 12:47:59,8,8,4,236258,146910,1045515,0x2e95688b,750,145665,129810,1.0,40000.0,5.0,60.0,1.0,2000.0,1.0,40000.0,8.69,164513,146415,799815,571.4836,31318,49.3,0,498,1451907,7200.22,7284.03,,717.6,,,48.0,996.0,,855.0,50.0,16.0,5.0,273.0,,,516.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/R1-50/R102-50.xml_log.log,1,,13.0,,8.0,,2.85,21.0,0.0,9.9626987e-13,61.0,,,,,"""src/Resultados/Sin Restricciones/logs/R102-50.xml_log.log""",4,0,13.0.2,R1-50,2780.0,239038.0,
linux64,2026-06-13 16:48:38,8,8,4,249383,157275,1136565,0xf46e1ec6,750,156090,140235,1.0,40000.0,5.0,60.0,1.0,2000.0,1.0,40000.0,7.16,175103,156840,876870,473.1198,33289,60.43,0,786,1260882,7200.11,6344.48,,592.5,,,53.0,1030.0,,620.0,86.0,15.0,7.0,317.0,,,2769.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/R1-50/R103-50.xml_log.log,1,,83.0,1.0,2.0,,2.46,23.0,0.0,1.2814068e-12,70.0,,,,2.0,"""src/Resultados/Sin Restricciones/logs/R103-50.xml_log.log""",4,0,13.0.2,R1-50,4985.0,254368.0,
linux64,2026-06-13 20:49:14,8,8,4,257432,164220,1200975,0xfb69842f,750,163110,147255,1.0,40000.0,4.0,60.0,1.0,2000.0,1.0,40000.0,7.9,182282,163860,931230,434.7662,34300,81.69,0,2292,1222125,7200.15,6141.48,,513.6,,15.0,345.0,121.0,123.0,62.0,303.0,14.0,404.0,128.0,,56.0,148.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/R1-50/R104-50.xml_log.log,1,,104.0,,,,2.89,25.0,0.0,3.6131175e-12,92.0,,,,,"""src/Resultados/Sin Restricciones/logs/R104-50.xml_log.log""",4,0,13.0.2,R1-50,1823.0,259255.0,
linux64,2026-06-14 00:49:50,8,8,4,208199,126855,881505,0x282eabfa,570,125835,109845,1.0,40000.0,4.0,60.0,1.0,2000.0,1.0,40000.0,5.64,142769,126405,659205,804.7,64914,19.77,0,683,1293886,7200.03,6438.16,,853.3,,,173.0,4100.0,,1129.0,400.0,2.0,47.0,146.0,,6.0,13028.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/R1-50/R105-50.xml_log.log,1,,273.0,,,,1.24,16.0,0.0,1.2542745e-13,27.0,,,,,"""src/Resultados/Sin Restricciones/logs/R105-50.xml_log.log""",4,0,13.0.2,R1-50,19304.0,227503.0,
linux64,2026-06-14 04:50:29,8,8,4,239198,149850,1074915,0xb502774d,750,148695,132840,1.0,40000.0,4.0,60.0,1.0,2000.0,1.0,40000.0,7.73,167543,149445,826860,521.131,31250,30.48,0,1780,1720030,7200.21,5569.27,,653.3,,5.0,231.0,83.0,81.0,41.0,82.0,9.0,251.0,386.0,,42.0,83.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/R1-50/R106-50.xml_log.log,1,,83.0,,1.0,,2.14,22.0,0.0,1.8979405e-12,41.0,,,,,"""src/Resultados/Sin Restricciones/logs/R106-50.xml_log.log""",4,0,13.0.2,R1-50,1378.0,240576.0,
linux64,2026-06-14 08:51:06,8,8,4,251273,159165,1155465,0xc97a0664,750,158025,142170,1.0,40000.0,4.0,60.0,1.0,2000.0,1.0,40000.0,7.45,177038,158775,895380,452.0748,33231,73.29,0,1438,1013358,7200.24,6833.18,,529.9,,1.0,92.0,33.0,61.0,11.0,53.0,9.0,44.0,60.0,,1.0,36.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/R1-50/R107-50.xml_log.log,1,,143.0,,,,2.55,26.0,0.0,1.4165197e-12,83.0,,,,,"""src/Resultados/Sin Restricciones/logs/R107-50.xml_log.log""",4,0,13.0.2,R1-50,544.0,251817.0,
linux64,2026-06-14 12:51:44,8,8,4,258107,164895,1207725,0xa258294d,750,163785,147930,1.0,40000.0,4.0,60.0,1.0,2000.0,1.0,40000.0,7.63,182957,164535,937980,426.2313,34162,64.01,0,1901,1352239,7218.87,5540.77,,511.0,,8.0,275.0,111.0,1200.0,104.0,277.0,7.0,815.0,139.0,,82.0,488.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/R1-50/R108-50.xml_log.log,1,,94.0,,,,3.16,20.0,0.0,5.3044022e-12,75.0,,,,,"""src/Resultados/Sin Restricciones/logs/R108-50.xml_log.log""",4,0,13.0.2,R1-50,3600.0,261707.0,
linux64,2026-06-14 16:52:46,8,8,4,227051,141015,1001685,0x2dcc5fef,750,139830,123975,1.0,40000.0,4.0,60.0,1.0,2000.0,1.0,40000.0,8.35,158516,140580,771900,538.6,67179,51.15,0,1183,1128706,7200.45,5975.81,,645.2,,9.0,248.0,33.0,55.0,3.0,72.0,8.0,174.0,169.0,,22.0,45.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/R1-50/R109-50.xml_log.log,1,,118.0,,6.0,,4.08,19.0,0.0,2.1815882e-14,62.0,,,,,"""src/Resultados/Sin Restricciones/logs/R109-50.xml_log.log""",4,0,13.0.2,R1-50,962.0,228013.0,
linux64,2026-06-14 20:53:21,8,8,4,241433,152085,1097265,0xad4599c8,750,150930,135075,1.0,40000.0,4.0,60.0,1.0,2000.0,1.0,40000.0,7.52,169733,151680,851100,454.4162,31590,69.71,0,1583,819069,7203.16,6868.2,,523.9,,8.0,164.0,44.0,62.0,101.0,312.0,28.0,388.0,87.0,,1.0,307.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/R1-50/R110-50.xml_log.log,1,,125.0,,,,4.23,21.0,0.0,2.3501207e-12,80.0,,,,,"""src/Resultados/Sin Restricciones/logs/R110-50.xml_log.log""",4,0,13.0.2,R1-50,1627.0,243060.0,
linux64,2026-06-15 00:54:00,8,8,4,244553,155205,1128465,0xd910fa3a,750,154065,138210,1.0,40000.0,4.0,60.0,1.0,2000.0,1.0,40000.0,9.47,172928,154815,876780,449.1423,31478,56.36,0,1158,1064022,7229.06,6577.25,,532.1,,3.0,257.0,75.0,53.0,67.0,318.0,18.0,423.0,221.0,,12.0,440.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/R1-50/R111-50.xml_log.log,1,,128.0,,,,2.78,20.0,0.0,2.0598162e-12,69.0,,,,,"""src/Resultados/Sin Restricciones/logs/R111-50.xml_log.log""",4,0,13.0.2,R1-50,2015.0,246568.0,
linux64,2026-06-15 04:55:32,8,8,4,249953,160605,1182465,0xefcdb6e0,750,159510,143655,1.0,40000.0,4.0,60.0,1.0,2000.0,1.0,40000.0,10.67,178358,160260,922605,420.6205,32090,63.74,0,1318,2159793,7200.11,5206.84,,495.7,,12.0,164.0,127.0,388.0,80.0,273.0,29.0,591.0,67.0,,144.0,113.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/R1-50/R112-50.xml_log.log,1,,50.0,,1.0,,3.09,19.0,0.0,2.6835446e-12,78.0,,,,3.0,"""src/Resultados/Sin Restricciones/logs/R112-50.xml_log.log""",4,0,13.0.2,R1-50,2042.0,251995.0,
linux64,2026-06-15 06:55:47,8,8,4,121414,72585,489150,0xbaa92e8b,375,72090,63660,1.0,200000.0,7.0,60.0,1.0,2000.0,1.0,200000.0,2.5,82099,72465,356835,414.0,57147,42.65,0,6615,4297176,7200.04,9260.09,509.6,429.4,0.157378,,22.0,32.0,,12.0,19.0,,3.0,,,,5.0,8,6,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/R2-25/R201-25.xml_log.log,1,,42.0,,,,,,,,,,,,,"""src/Resultados/Sin Restricciones/logs/R201-25.xml_log.log""",4,0,13.0.2,R2-25,135.0,121549.0,15.737799999999998
linux64,2026-06-15 10:56:23,8,8,4,128127,77550,530820,0x610de54f,375,77055,68625,1.0,200000.0,7.0,60.0,1.0,2000.0,1.0,200000.0,3.7,87162,77430,390255,302.3774,55677,76.88,0,3837,1417689,7200.15,5847.53,451.3,383.0,0.151341,17.0,94.0,35.0,1051.0,1.0,39.0,14.0,2869.0,113.0,,17.0,919.0,8,10,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/R2-25/R202-25.xml_log.log,1,,62.0,,,,,,,,,,,,,"""src/Resultados/Sin Restricciones/logs/R202-25.xml_log.log""",4,0,13.0.2,R2-25,5231.0,133358.0,15.1341
linux64,2026-06-15 14:57:11,8,8,4,129267,78690,542220,0xf6f2b603,375,78195,69765,1.0,200000.0,7.0,60.0,1.0,2000.0,1.0,200000.0,2.37,88347,78570,400605,293.9755,57405,78.29,0,1427,1819241,7200.26,5498.41,442.7,358.5,0.190197,34.0,72.0,48.0,833.0,30.0,42.0,2.0,993.0,54.0,,42.0,280.0,8,10,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/R2-25/R203-25.xml_log.log,1,,36.0,,,,,,,,,,,,,"""src/Resultados/Sin Restricciones/logs/R203-25.xml_log.log""",4,0,13.0.2,R2-25,2466.0,131733.0,19.0197
linux64,2026-06-15 18:57:55,8,8,4,130368,79515,549210,0xe8323aa6,375,79020,70590,1.0,200000.0,7.0,60.0,1.0,2000.0,1.0,200000.0,3.77,89238,79395,406350,279.8915,56684,83.98,0,6267,2799980,7200.01,6637.02,,346.4,,15.0,85.0,28.0,11.0,55.0,61.0,8.0,435.0,27.0,,18.0,21.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/R2-25/R204-25.xml_log.log,1,,113.0,2.0,,,,,,,,,,,,"""src/Resultados/Sin Restricciones/logs/R204-25.xml_log.log""",4,0,13.0.2,R2-25,879.0,131247.0,
linux64,2026-06-15 22:58:34,8,8,4,123199,74370,507000,0x24b51049,375,73875,65445,1.0,200000.0,7.0,60.0,1.0,2000.0,1.0,200000.0,2.12,83884,74250,372900,336.4,50301,34.53,0,1377,1924676,7207.95,5325.12,,361.7,,7.0,27.0,45.0,75.0,62.0,114.0,5.0,2957.0,20.0,,12.0,779.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/R2-25/R205-25.xml_log.log,1,,28.0,1.0,,,,,,,,,,,,"""src/Resultados/Sin Restricciones/logs/R205-25.xml_log.log""",4,0,13.0.2,R2-25,4132.0,127331.0,
linux64,2026-06-16 02:59:25,8,8,4,128847,78270,538020,0xa0cfb77e,375,77775,69345,1.0,200000.0,7.0,60.0,1.0,2000.0,1.0,200000.0,4.46,87882,78150,396735,283.9463,55488,93.59,0,9667,2744780,7200.12,10143.02,423.2,285.4,0.325614,1.0,12.0,13.0,,,19.0,,,,,6.0,3.0,8,10,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/R2-25/R206-25.xml_log.log,1,,50.0,,,,,,,,,,,,,"""src/Resultados/Sin Restricciones/logs/R206-25.xml_log.log""",4,0,13.0.2,R2-25,104.0,128951.0,32.5614
linux64,2026-06-16 07:00:49,8,8,4,129462,78885,544170,0xd29c10d8,375,78390,69960,1.0,200000.0,7.0,60.0,1.0,2000.0,1.0,200000.0,3.96,88542,78765,402360,283.9463,57204,96.29,0,1357,1518103,7203.0,5086.62,541.3,341.1,0.36985,42.0,89.0,73.0,370.0,40.0,91.0,,827.0,34.0,,62.0,116.0,8,5,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/R2-25/R207-25.xml_log.log,1,1.0,56.0,,,,,,,,,,,1.0,,"""src/Resultados/Sin Restricciones/logs/R207-25.xml_log.log""",4,0,13.0.2,R2-25,1802.0,131264.0,36.985
linux64,2026-06-16 11:01:41,8,8,4,130443,79590,549960,0x526de8da,375,79095,70665,1.0,200000.0,7.0,60.0,1.0,2000.0,1.0,200000.0,3.42,89313,79470,407025,279.8915,58470,101.08,0,20889,4305236,7200.28,9599.99,408.6,284.7,0.30323100000000003,1.0,1.0,32.0,,,24.0,,,,,,,8,4,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/R2-25/R208-25.xml_log.log,1,,28.0,,,,,,,,,,,,,"""src/Resultados/Sin Restricciones/logs/R208-25.xml_log.log""",4,0,13.0.2,R2-25,86.0,130529.0,30.323100000000004
linux64,2026-06-16 15:02:35,8,8,4,128733,77880,532860,0xbdcb709f,375,77385,68955,1.0,200000.0,7.0,60.0,1.0,2000.0,1.0,200000.0,3.4,87468,77760,391350,292.3545,56763,74.68,0,1364,1866132,7200.02,4929.14,463.9,357.9,0.22849799999999998,22.0,90.0,23.0,20.0,10.0,57.0,5.0,462.0,42.0,,27.0,90.0,8,10,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/R2-25/R209-25.xml_log.log,1,,34.0,,1.0,,,,,,,,,,,"""src/Resultados/Sin Restricciones/logs/R209-25.xml_log.log""",4,0,13.0.2,R2-25,883.0,129616.0,22.8498
linux64,2026-06-16 19:03:24,8,8,4,128530,78045,536190,0xc069d690,375,77550,69120,1.0,200000.0,7.0,60.0,1.0,2000.0,1.0,200000.0,2.95,87610,77925,395220,293.9802,52963,89.22,0,1475,1557704,7204.18,5633.58,477.9,389.3,0.185394,25.0,87.0,33.0,383.0,14.0,57.0,131.0,1144.0,182.0,,66.0,732.0,8,6,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/R2-25/R210-25.xml_log.log,1,,61.0,,,,,,,,,2.0,,,,"""src/Resultados/Sin Restricciones/logs/R210-25.xml_log.log""",4,0,13.0.2,R2-25,2917.0,131447.0,18.5394
