Platform,Time,PhysicalCores,LogicalProcessors,Threads,NumConstrs,NumVars,NumNZs,Fingerprint,PresolvedNumConVars,PresolvedNumIntVars,PresolvedNumBinVars,MinCoeff,MaxCoeff,MinObjCoeff,MaxObjCoeff,MinBound,MaxBound,MinRHS,MaxRHS,PresolveTime,PresolvedNumConstrs,PresolvedNumVars,PresolvedNumNZs,RelaxObj,RelaxIterCount,RelaxTime,PreTreeSolutions,NodeCount,IterCount,Runtime,Work,ObjVal,ObjBound,MIPGap,Cuts: Gomory,Cuts: Cover,Cuts: Implied bound,Cuts: Projected implied bound,Cuts: Clique,Cuts: MIR,Cuts: StrongCG,Cuts: Flow cover,Cuts: GUB cover,Cuts: Inf proof,Cuts: Zero half,Cuts: Relax-and-lift,Cores,SolCount,Status,ModelType,ChangedParams,LogFilePath,LogNumber,Cuts: Mod-K,Cuts: RLT,Cuts: BQP,Cuts: Learned,Cuts: Network,OrderingTime,BarIterCount,PushPhasePInf,PushPhaseDInf,PushPhaseEndTime,Cuts: Lift-and-project,Cuts: PSD,Cuts: Mixing,Cuts: Knapsack,LogFile (Parameter),Threads (Parameter),Seed,Version,Group,TotalCuts,TotalInequalities,MIPGapPct
linux64,2026-06-10 14:16:47,8,8,4,125286,74985,506370,0x7c433f1c,0,74865,64320,1.0,40000.0,1.0,60.0,1.0,2000.0,1.0,40000.0,3.79,85836,74865,379380,191.3,49231,36.36,0,7645,5490076,7200.1,9962.19,221.4,191.3,0.135953,5.0,1956.0,19.0,2.0,637.0,584.0,4.0,128.0,22.0,1.0,5.0,118.0,8,10,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/C1-25/C101-25.xml_log.log,1,,,,,,,,,,,,,,,"""src/Resultados/Sin Restricciones/logs/C101-25.xml_log.log""",4,0,13.0.2,C1-25,3481.0,128767.0,13.595299999999998
linux64,2026-06-10 18:17:30,8,8,4,146486,88365,604470,0xb4fac418,345,87900,77670,1.0,40000.0,1.0,60.0,1.0,2000.0,1.0,40000.0,3.15,99926,88245,453690,152.1,49195,43.38,0,10025,4418230,7200.4,7858.32,190.3,167.5,0.119811,23.0,171.0,43.0,118.0,33.0,101.0,10.0,698.0,51.0,2.0,30.0,112.0,8,3,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/C1-25/C102-25.xml_log.log,1,1.0,37.0,,,,,,,,,,,,,"""src/Resultados/Sin Restricciones/logs/C102-25.xml_log.log""",4,0,13.0.2,C1-25,1430.0,147916.0,11.9811
linux64,2026-06-10 22:18:19,8,8,4,149083,90870,629100,0x9a06e686,360,90390,80175,1.0,40000.0,1.0,60.0,1.0,2000.0,1.0,40000.0,3.17,102463,90750,480465,124.3,66123,57.98,0,5440,2527336,7200.11,5912.49,190.3,162.0,0.14871299999999998,9.0,39.0,31.0,25.0,9.0,28.0,7.0,317.0,62.0,,5.0,31.0,8,7,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/C1-25/C103-25.xml_log.log,1,,26.0,,,,,,,,,,,,,"""src/Resultados/Sin Restricciones/logs/C103-25.xml_log.log""",4,0,13.0.2,C1-25,589.0,149672.0,14.871299999999998
linux64,2026-06-11 02:19:17,8,8,4,149983,91770,638100,0x34d051ce,360,91290,81075,1.0,40000.0,1.0,60.0,1.0,2000.0,1.0,40000.0,3.18,103393,91650,489525,122.6,57592,45.26,0,5945,2719895,7200.08,6411.42,,155.6,,4.0,106.0,119.0,201.0,17.0,172.0,8.0,1843.0,92.0,,20.0,67.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/C1-25/C104-25.xml_log.log,1,,42.0,,,,,,,,,,,,,"""src/Resultados/Sin Restricciones/logs/C104-25.xml_log.log""",4,0,13.0.2,C1-25,2691.0,152674.0,
linux64,2026-06-11 06:20:05,8,8,4,128582,77085,521910,0xe2c92635,345,76620,66420,1.0,40000.0,1.0,60.0,1.0,2000.0,1.0,40000.0,2.84,87962,76965,393360,183.6,61289,36.21,0,11318,6754909,3652.5,3883.95,204.2,204.2,0.0,6.0,27.0,31.0,3.0,188.0,9.0,2.0,55.0,3.0,,1.0,6.0,8,4,OPTIMAL,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/C1-25/C105-25.xml_log.log,1,,12.0,5.0,,,,,,,,,,,,"""src/Resultados/Sin Restricciones/logs/C105-25.xml_log.log""",4,0,13.0.2,C1-25,348.0,128930.0,0.0
linux64,2026-06-11 09:23:23,8,8,4,127042,76005,513210,0x4587131b,30,75855,65340,1.0,40000.0,1.0,60.0,1.0,2000.0,1.0,40000.0,5.28,86872,75885,383820,191.3,55398,38.34,0,20239,5578327,7200.11,9020.82,221.4,191.3,0.135953,1.0,2720.0,22.0,1.0,577.0,516.0,51.0,351.0,41.0,,2.0,1284.0,8,5,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/C1-25/C106-25.xml_log.log,1,,10.0,88.0,302.0,3.0,,,,,,,,,,"""src/Resultados/Sin Restricciones/logs/C106-25.xml_log.log""",4,0,13.0.2,C1-25,5969.0,133011.0,13.595299999999998
linux64,2026-06-11 13:24:04,8,8,4,133151,79860,541470,0x01d13893,375,79365,69165,1.0,40000.0,1.0,60.0,1.0,2000.0,1.0,40000.0,2.35,91226,79740,408675,174.3,61542,58.73,0,1215,344965,586.34,492.55,191.3,191.3,0.0,,,,,,,,,,,,,8,1,OPTIMAL,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/C1-25/C107-25.xml_log.log,1,,,,,,,,,,,,,,,"""src/Resultados/Sin Restricciones/logs/C107-25.xml_log.log""",4,0,13.0.2,C1-25,0.0,133151.0,0.0
linux64,2026-06-11 14:28:56,8,8,4,135744,81855,558690,0xb90c9818,375,81360,71160,1.0,40000.0,1.0,60.0,1.0,2000.0,1.0,40000.0,3.14,93234,81735,423945,79.10426,49328,78.23,0,4944,2730429,7203.07,5408.79,191.3,169.3,0.115003,,159.0,31.0,267.0,18.0,168.0,6.0,1354.0,134.0,,43.0,192.0,8,8,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/C1-25/C108-25.xml_log.log,1,,106.0,1.0,1.0,,,,,,,,,,,"""src/Resultados/Sin Restricciones/logs/C108-25.xml_log.log""",4,0,13.0.2,C1-25,2480.0,138224.0,11.5003
linux64,2026-06-11 18:29:51,8,8,4,145166,87735,601320,0x38c0a57b,375,87240,77040,1.0,40000.0,1.0,60.0,1.0,2000.0,1.0,40000.0,4.14,99191,87615,455010,79.06618,55338,87.69,0,14861,4271575,7200.04,10564.27,191.3,80.4,0.5797180000000001,,3.0,17.0,,2.0,14.0,,,3.0,,,5.0,8,4,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/C1-25/C109-25.xml_log.log,1,,42.0,,,,,,,,,,,,,"""src/Resultados/Sin Restricciones/logs/C109-25.xml_log.log""",4,0,13.0.2,C1-25,86.0,145252.0,57.97180000000001
linux64,2026-06-10 16:17:17,8,8,4,292072,177240,1231995,0xe6f09241,0,177105,155970,1.0,40000.0,1.0,60.0,1.0,2000.0,1.0,40000.0,7.67,200137,177105,918255,361.2,99621,67.86,0,5184,1698681,7200.05,6476.31,,361.2,,,4615.0,1278.0,,1274.0,1004.0,61.0,11.0,2.0,,,2453.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/C1-50/C101-50.xml_log.log,1,,57.0,720.0,,,4.14,14.0,0.0,2.553513e-15,78.0,,,,,"""src/Resultados/Sin Restricciones/logs/C101-50.xml_log.log""",4,0,13.0.2,C1-50,11475.0,303547.0,
linux64,2026-06-10 20:18:06,8,8,4,306517,190305,1356345,0x9b425a78,690,189450,169005,1.0,40000.0,1.0,60.0,1.0,2000.0,1.0,40000.0,11.83,213367,190140,1045335,262.3,100188,109.54,0,450,1002815,7200.19,6845.73,,312.9,,,1240.0,1097.0,,236.0,134.0,,12.0,3.0,,9.0,555.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/C1-50/C102-50.xml_log.log,1,,243.0,,,,9.06,14.0,0.0,5.3880511e-15,126.0,,,,,"""src/Resultados/Sin Restricciones/logs/C102-50.xml_log.log""",4,0,13.0.2,C1-50,3529.0,310046.0,
linux64,2026-06-11 00:19:00,8,8,4,316121,199725,1449705,0xe28f3542,735,198810,178410,1.0,40000.0,1.0,60.0,1.0,2000.0,1.0,40000.0,11.01,222866,199545,1146840,198.8,97297,118.08,0,5217,945290,7202.4,6349.01,,237.0,,4.0,353.0,71.0,46.0,241.0,68.0,23.0,193.0,211.0,,41.0,91.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/C1-50/C103-50.xml_log.log,1,,144.0,,,,9.76,15.0,0.0,3.1112266e-15,134.0,,,,,"""src/Resultados/Sin Restricciones/logs/C103-50.xml_log.log""",4,0,13.0.2,C1-50,1486.0,317607.0,
linux64,2026-06-11 04:19:53,8,8,4,322136,205740,1509855,0x39f0f5a8,735,204825,184425,1.0,40000.0,1.0,60.0,1.0,2000.0,1.0,40000.0,9.12,229061,205560,1207275,195.7,97443,165.6,0,5383,651796,7200.02,6654.13,,195.7,,2.0,61.0,253.0,,244.0,133.0,,4.0,2.0,,,65.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/C1-50/C104-50.xml_log.log,1,,204.0,1.0,,,13.47,15.0,0.0,3.1710745e-15,179.0,,,,,"""src/Resultados/Sin Restricciones/logs/C104-50.xml_log.log""",4,0,13.0.2,C1-50,969.0,323105.0,
linux64,2026-06-11 07:21:25,8,8,4,294427,179595,1255545,0x91675a17,750,178650,158265,1.0,40000.0,1.0,60.0,1.0,2000.0,1.0,40000.0,8.02,202432,179400,961425,359.7,100135,69.14,0,2090,2314200,7247.57,5236.66,382.4,362.4,0.052301,3.0,119.0,113.0,2.0,35.0,31.0,1.0,14.0,7.0,,2.0,6.0,8,10,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/C1-50/C105-50.xml_log.log,1,,5.0,,,,5.46,12.0,0.0,4.1078252e-15,80.0,,,,,"""src/Resultados/Sin Restricciones/logs/C105-50.xml_log.log""",4,0,13.0.2,C1-50,338.0,294765.0,5.2301
linux64,2026-06-11 11:23:52,8,8,4,293182,178350,1243095,0xb2c2eabe,690,177495,157050,1.0,40000.0,1.0,60.0,1.0,2000.0,1.0,40000.0,7.13,201217,178185,935715,359.8,98012,66.02,0,5191,2065738,7200.16,5822.35,431.8,361.3,0.16327000000000003,1.0,1247.0,4991.0,,313.0,576.0,5.0,7.0,,,2.0,7105.0,8,2,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/C1-50/C106-50.xml_log.log,1,,237.0,14.0,,,7.09,11.0,0.0,4.6768145e-15,76.0,,,,,"""src/Resultados/Sin Restricciones/logs/C106-50.xml_log.log""",4,0,13.0.2,C1-50,14498.0,307680.0,16.327
linux64,2026-06-11 13:34:17,8,8,4,296452,181620,1275795,0x6479e1f7,750,180675,160290,1.0,40000.0,1.0,60.0,1.0,2000.0,1.0,40000.0,7.65,204457,181425,981705,359.7,96586,60.9,0,80,973141,3266.07,2006.26,362.4,362.4,0.0,,1644.0,2575.0,,862.0,501.0,113.0,14.0,,,3.0,1073.0,8,1,OPTIMAL,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/C1-50/C107-50.xml_log.log,1,,171.0,197.0,6.0,,6.11,13.0,0.0,5.1902926e-15,71.0,1.0,5.0,,,"""src/Resultados/Sin Restricciones/logs/C107-50.xml_log.log""",4,0,13.0.2,C1-50,7165.0,303617.0,0.0
linux64,2026-06-11 16:29:33,8,8,4,300472,185640,1315995,0xe0249de8,750,184695,164310,1.0,40000.0,1.0,60.0,1.0,2000.0,1.0,40000.0,8.5,208477,185445,1021920,154.1012,51468,108.64,0,1032,450266,7200.24,6350.1,,223.8,,,333.0,3626.0,,1135.0,489.0,10.0,21.0,54.0,,2.0,10928.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/C1-50/C108-50.xml_log.log,1,,340.0,,1.0,,8.73,20.0,0.0,7.2536116e-12,121.0,,,,,"""src/Resultados/Sin Restricciones/logs/C108-50.xml_log.log""",4,0,13.0.2,C1-50,16939.0,317411.0,
linux64,2026-06-11 20:30:19,8,8,4,305662,190830,1367895,0xa3014b0d,750,189885,169500,1.0,40000.0,1.0,60.0,1.0,2000.0,1.0,40000.0,8.74,213667,190635,1073790,150.2506,51847,129.99,0,5143,983511,7200.35,4819.68,,249.4,,29.0,208.0,241.0,276.0,76.0,96.0,,427.0,38.0,,33.0,164.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/C1-50/C109-50.xml_log.log,1,,198.0,,,,9.28,20.0,0.0,7.3765902e-12,139.0,,,,,"""src/Resultados/Sin Restricciones/logs/C109-50.xml_log.log""",4,0,13.0.2,C1-50,1786.0,307448.0,
linux64,2026-06-11 22:31:04,8,8,4,355763,205320,1352670,0x59d48647,300,204900,178500,1.0,100000.0,2.0,60.0,1.0,4000.0,1.0,100000.0,12.12,234518,205200,959010,214.7,132692,41.73,0,2061,2614554,7200.32,6238.17,290.6,235.0,0.191328,13.0,9.0,,14.0,,8.0,8.0,95.0,,,2.0,33.0,8,10,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/C2-25/C201-25.xml_log.log,1,,6.0,,,,0.91,19.0,0.0,1.0386032e-12,60.0,,,,,"""src/Resultados/Sin Restricciones/logs/C201-25.xml_log.log""",4,0,13.0.2,C2-25,188.0,355951.0,19.1328
linux64,2026-06-12 02:32:17,8,8,4,374088,216975,1438770,0xcbfcf625,375,216480,190125,1.0,100000.0,2.0,60.0,1.0,4000.0,1.0,100000.0,8.74,246843,216855,1022145,159.3655,74852,64.51,0,1124,878682,7207.17,6212.61,310.2,173.3,0.44132800000000005,3.0,73.0,32.0,1096.0,5.0,65.0,16.0,2156.0,28.0,,2.0,101.0,8,1,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/C2-25/C202-25.xml_log.log,1,,74.0,,,,2.17,28.0,0.0,5.6641373e-12,77.0,,,,,"""src/Resultados/Sin Restricciones/logs/C202-25.xml_log.log""",4,0,13.0.2,C2-25,3651.0,377739.0,44.1328
linux64,2026-06-12 06:34:05,8,8,4,376552,219255,1460730,0x48222902,375,218760,192405,1.0,100000.0,2.0,60.0,1.0,4000.0,1.0,100000.0,11.79,249157,219135,1041480,154.0292,75067,72.61,0,2367,309833,7208.81,5089.61,267.9,174.0,0.35050400000000004,5.0,56.0,110.0,11.0,22.0,38.0,1.0,111.0,91.0,,16.0,41.0,8,10,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/C2-25/C203-25.xml_log.log,1,,108.0,,,,2.81,26.0,0.0,8.9494059e-12,89.0,,,1.0,,"""src/Resultados/Sin Restricciones/logs/C203-25.xml_log.log""",4,0,13.0.2,C2-25,611.0,377163.0,35.0504
linux64,2026-06-12 10:37:09,8,8,4,377422,220125,1469430,0xf17c2c0b,375,219630,193275,1.0,100000.0,2.0,60.0,1.0,4000.0,1.0,100000.0,12.65,250072,220005,1049415,147.9824,75485,72.5,0,4390,455155,7200.66,4530.71,,171.6,,16.0,66.0,106.0,619.0,,27.0,3.0,1305.0,42.0,,8.0,129.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/C2-25/C204-25.xml_log.log,1,,139.0,,1.0,,3.58,27.0,0.0,1.6414956e-11,96.0,,,1.0,,"""src/Resultados/Sin Restricciones/logs/C204-25.xml_log.log""",4,0,13.0.2,C2-25,2462.0,379884.0,
linux64,2026-06-12 14:39:43,8,8,4,365113,210990,1392570,0x2961ab19,375,210495,184140,1.0,100000.0,2.0,60.0,1.0,4000.0,1.0,100000.0,8.94,240718,210870,987630,175.8,135765,87.09,0,1123,1546457,7201.25,5231.28,302.3,189.0,0.37479300000000004,19.0,143.0,28.0,23.0,4.0,57.0,9.0,43.0,5.0,,5.0,49.0,8,2,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/C2-25/C205-25.xml_log.log,1,,68.0,,,,0.71,16.0,0.0,2.8449465e-15,99.0,,,,,"""src/Resultados/Sin Restricciones/logs/C205-25.xml_log.log""",4,0,13.0.2,C2-25,453.0,365566.0,37.4793
linux64,2026-06-12 18:42:23,8,8,4,372528,215415,1423170,0x96efc023,375,214920,188565,1.0,100000.0,2.0,60.0,1.0,4000.0,1.0,100000.0,11.34,245223,215295,1007985,156.4038,75254,64.91,0,7801,1254700,7200.01,8085.61,,156.8,,,5.0,31.0,,,54.0,5.0,,,,,5.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/C2-25/C206-25.xml_log.log,1,,53.0,,,,0.98,28.0,0.0,2.2363121e-11,81.0,,,,,"""src/Resultados/Sin Restricciones/logs/C206-25.xml_log.log""",4,0,13.0.2,C2-25,153.0,372681.0,
linux64,2026-06-12 22:43:47,8,8,4,373698,216585,1434870,0x3f3bd62f,375,216090,189735,1.0,100000.0,2.0,60.0,1.0,4000.0,1.0,100000.0,8.85,246438,216465,1018575,165.3,131441,54.24,0,1104,865790,7200.35,4916.38,,182.7,,36.0,68.0,80.0,729.0,11.0,67.0,1.0,1459.0,44.0,,27.0,698.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/C2-25/C207-25.xml_log.log,1,,28.0,,,,2.24,16.0,0.0,1.7902346e-15,67.0,,,,,"""src/Resultados/Sin Restricciones/logs/C207-25.xml_log.log""",4,0,13.0.2,C2-25,3248.0,376946.0,
linux64,2026-06-13 02:45:57,8,8,4,373023,215910,1428120,0x46d22b6b,375,215415,189060,1.0,100000.0,2.0,60.0,1.0,4000.0,1.0,100000.0,11.73,245733,215790,1012485,148.4971,75188,48.68,0,8174,1241884,7200.06,7951.36,,148.5,,1.0,5.0,10.0,,,90.0,2.0,,,,,2.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/C2-25/C208-25.xml_log.log,1,,32.0,,,,1.23,34.0,0.0,1.1950682e-11,66.0,,,,,"""src/Resultados/Sin Restricciones/logs/C208-25.xml_log.log""",4,0,13.0.2,C2-25,142.0,373165.0,
linux64,2026-06-12 00:31:43,8,8,4,375063,223845,1532040,0x38cbde75,735,222990,196635,1.0,100000.0,2.0,60.0,1.0,4000.0,1.0,100000.0,9.94,253008,223725,1141485,360.2,134230,112.46,0,1086,2384351,7200.05,5344.33,532.0,375.7,0.293797,,2.0,,,232.0,,1.0,,,,,,8,1,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/C2-50/C201-50.xml_log.log,1,,,,,,5.21,15.0,0.0,1.1879386e-14,126.0,,,,,"""src/Resultados/Sin Restricciones/logs/C201-50.xml_log.log""",4,0,13.0.2,C2-50,235.0,375298.0,29.379699999999996
linux64,2026-06-12 04:33:24,8,8,4,400755,242775,1690470,0x8a921298,750,241905,215550,1.0,100000.0,2.0,60.0,1.0,4000.0,1.0,100000.0,11.03,272775,242655,1280025,284.873,75336,136.26,0,5640,607221,7200.2,6671.56,,291.3,,,4.0,14.0,,,26.0,,,,,,1.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/C2-50/C202-50.xml_log.log,1,,22.0,,,,9.57,23.0,0.0,1.468355e-11,138.0,,,,,"""src/Resultados/Sin Restricciones/logs/C202-50.xml_log.log""",4,0,13.0.2,C2-50,67.0,400822.0,
linux64,2026-06-12 08:35:58,8,8,4,408047,249975,1762050,0x2cf66be2,750,249105,222750,1.0,100000.0,2.0,60.0,1.0,4000.0,1.0,100000.0,22.66,280082,249855,1351395,270.3887,75792,201.91,0,358,545141,7200.97,6003.25,,317.7,,5.0,56.0,710.0,,1190.0,374.0,,,6.0,,1.0,138.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/C2-50/C203-50.xml_log.log,1,,299.0,1.0,,,16.62,19.0,0.0,8.8066762e-12,233.0,,,,,"""src/Resultados/Sin Restricciones/logs/C203-50.xml_log.log""",4,0,13.0.2,C2-50,2780.0,410827.0,
linux64,2026-06-12 12:39:04,8,8,4,412997,254925,1811550,0x87e18019,750,254055,227700,1.0,100000.0,2.0,60.0,1.0,4000.0,1.0,100000.0,15.99,285242,254805,1401300,261.9348,75598,242.28,0,5888,563337,7200.17,7587.15,,262.5,,,7.0,17.0,,,26.0,,,,,,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/C2-50/C204-50.xml_log.log,1,,7.0,,,,21.08,18.0,0.0,1.3052254e-11,268.0,,,,,"""src/Resultados/Sin Restricciones/logs/C204-50.xml_log.log""",4,0,13.0.2,C2-50,57.0,413054.0,
linux64,2026-06-12 16:41:16,8,8,4,386108,231210,1588890,0x7ad3b6bf,750,230340,203985,1.0,100000.0,2.0,60.0,1.0,4000.0,1.0,100000.0,15.66,260993,231090,1188090,294.4,131017,81.93,0,691,855007,7200.14,4854.55,,336.2,,,114.0,8439.0,,902.0,899.0,4.0,8.0,18.0,,,4546.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/C2-50/C205-50.xml_log.log,1,,286.0,,,,6.57,15.0,0.0,4.968248e-15,104.0,,,,,"""src/Resultados/Sin Restricciones/logs/C205-50.xml_log.log""",4,0,13.0.2,C2-50,15216.0,401324.0,
linux64,2026-06-12 20:43:12,8,8,4,394888,237000,1633140,0x7ea088b3,750,236130,209775,1.0,100000.0,2.0,60.0,1.0,4000.0,1.0,100000.0,15.21,266863,236880,1222620,291.8,139179,107.36,0,1062,1195868,7200.18,4646.05,,333.8,,4.0,248.0,568.0,,975.0,178.0,,1.0,8.0,,2.0,475.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/C2-50/C206-50.xml_log.log,1,,354.0,19.0,,,7.73,14.0,0.0,5.6482596e-15,127.0,,,,,"""src/Resultados/Sin Restricciones/logs/C206-50.xml_log.log""",4,0,13.0.2,C2-50,2832.0,397720.0,
linux64,2026-06-13 00:44:44,8,8,4,398653,240765,1670790,0x29e9f32f,750,239895,213540,1.0,100000.0,2.0,60.0,1.0,4000.0,1.0,100000.0,14.7,270673,240645,1260345,307.1,135011,111.51,0,1098,924427,7204.52,5574.85,,337.3,,1.0,81.0,31.0,130.0,288.0,268.0,35.0,116.0,26.0,,1.0,44.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/C2-50/C207-50.xml_log.log,1,7.0,62.0,,,,7.86,18.0,0.0,8.0976892e-15,131.0,,,2.0,,"""src/Resultados/Sin Restricciones/logs/C207-50.xml_log.log""",4,0,13.0.2,C2-50,1092.0,399745.0,
linux64,2026-06-13 04:46:36,8,8,4,396403,238515,1648290,0x97ccd3d9,750,237645,211290,1.0,100000.0,2.0,60.0,1.0,4000.0,1.0,100000.0,10.73,268393,238395,1237815,290.1,139083,101.11,0,707,800706,7200.28,5463.47,,304.5,,3.0,198.0,1960.0,,907.0,643.0,2.0,16.0,27.0,,1.0,3497.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/C2-50/C208-50.xml_log.log,1,,258.0,,2.0,,7.44,14.0,0.0,5.2249871e-15,115.0,,,,,"""src/Resultados/Sin Restricciones/logs/C208-50.xml_log.log""",4,0,13.0.2,C2-50,7514.0,403917.0,
linux64,2026-06-13 06:46:47,8,8,4,96322,57015,376830,0xf6b9de62,0,56775,48525,1.0,40000.0,7.0,60.0,1.0,2000.0,1.0,40000.0,2.65,65107,56775,275265,617.1,75477,85.86,0,9418,6133615,7200.09,9151.42,,617.1,,4.0,914.0,14.0,29.0,314.0,283.0,304.0,318.0,829.0,,46.0,82.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/R1-25/R101-25.xml_log.log,1,,18.0,,,,,,,,,20.0,,,,"""src/Resultados/Sin Restricciones/logs/R101-25.xml_log.log""",4,0,13.0.2,R1-25,3175.0,99497.0,
linux64,2026-06-13 10:47:29,8,8,4,111106,67245,458340,0x41df7c36,375,66720,58785,1.0,40000.0,7.0,60.0,1.0,2000.0,1.0,40000.0,1.97,76141,67095,334320,359.4082,50130,47.47,0,2727,2704723,7200.32,5642.59,,499.0,,23.0,229.0,33.0,340.0,79.0,26.0,9.0,298.0,165.0,,52.0,69.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/R1-25/R102-25.xml_log.log,1,1.0,57.0,,3.0,,,,,,,,,,,"""src/Resultados/Sin Restricciones/logs/R102-25.xml_log.log""",4,0,13.0.2,R1-25,1384.0,112490.0,
linux64,2026-06-13 14:48:12,8,8,4,112861,69000,475890,0x608e6db3,375,68475,60540,1.0,40000.0,7.0,60.0,1.0,2000.0,1.0,40000.0,2.63,77941,68850,351840,309.9381,49834,49.5,0,3461,2751121,7200.06,7323.77,498.5,393.5,0.21063199999999999,15.0,137.0,1.0,75.0,26.0,25.0,6.0,135.0,183.0,,28.0,42.0,8,10,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Sin_Restricciones/logs/R1-25/R103-25.xml_log.log,1,5.0,41.0,,,,,,,,,,,,,"""src/Resultados/Sin Restricciones/logs/R103-25.xml_log.log""",4,0,13.0.2,R1-25,719.0,113580.0,21.0632
