Platform,Time,PhysicalCores,LogicalProcessors,Threads,NumConstrs,NumVars,NumNZs,Fingerprint,PresolvedNumConVars,PresolvedNumIntVars,PresolvedNumBinVars,MinCoeff,MaxCoeff,MinObjCoeff,MaxObjCoeff,MinBound,MaxBound,MinRHS,MaxRHS,PresolveTime,PresolvedNumConstrs,PresolvedNumVars,PresolvedNumNZs,RelaxObj,RelaxIterCount,RelaxTime,PreTreeSolutions,NodeCount,IterCount,Runtime,Work,ObjVal,ObjBound,MIPGap,Cuts: Learned,Cuts: Gomory,Cuts: Cover,Cuts: Implied bound,Cuts: Projected implied bound,Cuts: Clique,Cuts: MIR,Cuts: StrongCG,Cuts: Flow cover,Cuts: GUB cover,Cuts: Zero half,Cuts: Network,Cuts: RLT,Cuts: Relax-and-lift,Cuts: BQP,Cores,SolCount,Status,ModelType,ChangedParams,LogFilePath,LogNumber,Cuts: Mod-K,Cuts: Lift-and-project,OrderingTime,BarIterCount,PushPhasePInf,PushPhaseDInf,PushPhaseEndTime,Cuts: PSD,Cuts: Knapsack,Cuts: Mixing,Cuts: Inf proof,LogFile (Parameter),Threads (Parameter),Seed,Version,Group,TotalCuts,TotalInequalities,MIPGapPct
linux64,2026-07-13 06:56:37,8,8,4,116460,71700,667920,0x1eede40e,375,71190,63255,1.0,40000.0,7.0,60.0,1.0,2000.0,1.0,40000.0,4.3,80630,71565,370470,343.6,54393,39.34,0,8935,3699059,7200.39,8010.43,431.2,356.1,0.174165,1.0,26.0,93.0,46.0,79.0,33.0,54.0,7.0,122.0,15.0,54.0,,107.0,46.0,,8,10,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/R1-25/R112-25.xml_log.log,1,,,,,,,,,1.0,,,"""src/Resultados/Restriccion_solo_cliques/logs/R112-25.xml_log.log""",4,0,13.0.2,R1-25,684.0,117144.0,17.4165
linux64,2026-07-11 12:28:22,8,8,4,197913,118740,2320470,0x839729b7,0,118230,101715,1.0,40000.0,5.0,60.0,1.0,2000.0,1.0,40000.0,8.32,133575,118230,598230,1031.2,63476,26.98,0,242,1467267,7200.24,5463.98,,1039.8,,82.0,1.0,1486.0,592.0,,812.0,446.0,57.0,131.0,1.0,32.0,,70.0,547.0,203.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/R1-50/R101-50.xml_log.log,1,,,1.4,22.0,0.0,1.650069e-14,37.0,103.0,,,,"""src/Resultados/Restriccion_solo_cliques/logs/R101-50.xml_log.log""",4,0,13.0.2,R1-50,4563.0,202476.0,
linux64,2026-07-11 16:30:45,8,8,4,236745,146910,3485430,0xed7bc0e5,750,145665,129810,1.0,40000.0,5.0,60.0,1.0,2000.0,1.0,40000.0,15.0,164514,146415,799830,719.5,68526,41.83,0,495,1287715,7200.41,5765.96,,762.1,,,,70.0,319.0,,330.0,104.0,11.0,17.0,30.0,32.0,,163.0,249.0,1.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/R1-50/R102-50.xml_log.log,1,,,3.42,13.0,0.0,9.7227781e-14,60.0,,,,,"""src/Resultados/Restriccion_solo_cliques/logs/R102-50.xml_log.log""",4,0,13.0.2,R1-50,1326.0,238071.0,
linux64,2026-07-11 20:33:07,8,8,4,249750,157275,3657840,0x2a82a7d4,750,156090,140235,1.0,40000.0,5.0,60.0,1.0,2000.0,1.0,40000.0,15.2,175104,156840,876885,572.9,70050,54.1,0,238,1153705,7201.62,5220.89,,631.9,,2.0,,124.0,1897.0,,126.0,1314.0,23.0,14.0,300.0,1.0,,56.0,1818.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/R1-50/R103-50.xml_log.log,1,,,3.04,14.0,0.0,3.4389158e-14,72.0,,,,,"""src/Resultados/Restriccion_solo_cliques/logs/R103-50.xml_log.log""",4,0,13.0.2,R1-50,5675.0,255425.0,
linux64,2026-07-12 00:36:20,8,8,4,257677,164220,3189225,0xe94885ec,750,163110,147255,1.0,40000.0,4.0,60.0,1.0,2000.0,1.0,40000.0,22.57,182283,163860,931245,502.9,72506,69.81,0,4968,1821205,7200.51,4766.89,,522.3,,1.0,10.0,396.0,126.0,72.0,209.0,165.0,10.0,457.0,160.0,73.0,,114.0,148.0,10.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/R1-50/R104-50.xml_log.log,1,,,6.34,13.0,0.0,2.7616798e-14,98.0,,,,,"""src/Resultados/Restriccion_solo_cliques/logs/R104-50.xml_log.log""",4,0,13.0.2,R1-50,1951.0,259628.0,
linux64,2026-07-12 04:39:03,8,8,4,208397,126855,1613145,0x0979c07e,570,125835,109845,1.0,40000.0,4.0,60.0,1.0,2000.0,1.0,40000.0,12.68,142770,126405,660360,804.7,64824,25.63,0,601,1165080,7200.43,4768.25,,849.2,,,,193.0,5020.0,,1142.0,839.0,7.0,27.0,105.0,9.0,,286.0,11522.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/R1-50/R105-50.xml_log.log,1,,,1.78,18.0,0.0,3.5849489e-12,41.0,,,,,"""src/Resultados/Restriccion_solo_cliques/logs/R105-50.xml_log.log""",4,0,13.0.2,R1-50,19150.0,227547.0,
linux64,2026-07-12 08:41:33,8,8,4,239410,149850,2395800,0xc72e2684,750,148695,132840,1.0,40000.0,4.0,60.0,1.0,2000.0,1.0,40000.0,15.49,167544,149445,826875,562.7,69686,34.14,0,770,1133275,7200.68,5028.35,,599.5,,,,225.0,1852.0,,797.0,296.0,31.0,57.0,16.0,5.0,,275.0,2150.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/R1-50/R106-50.xml_log.log,1,,,2.35,16.0,0.0,3.5527137e-14,52.0,,,,,"""src/Resultados/Restriccion_solo_cliques/logs/R106-50.xml_log.log""",4,0,13.0.2,R1-50,5704.0,245114.0,
linux64,2026-07-12 12:44:06,8,8,4,251480,159165,2614410,0xfc46e52a,750,158025,142170,1.0,40000.0,4.0,60.0,1.0,2000.0,1.0,40000.0,15.18,177039,158775,895395,499.8,72140,45.46,0,579,1056974,7200.66,5855.64,,519.4,,,5.0,238.0,2941.0,,713.0,381.0,17.0,108.0,12.0,9.0,,350.0,3483.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/R1-50/R107-50.xml_log.log,1,,2.0,2.77,13.0,0.0,1.2073675e-14,64.0,,,,,"""src/Resultados/Restriccion_solo_cliques/logs/R107-50.xml_log.log""",4,0,13.0.2,R1-50,8259.0,259739.0,
linux64,2026-07-12 16:47:03,8,8,4,258308,164895,2760375,0x5ba84b5c,750,163785,147930,1.0,40000.0,4.0,60.0,1.0,2000.0,1.0,40000.0,18.39,182958,164535,937995,476.4,72517,63.35,0,1298,1170443,7200.17,4559.79,,494.3,,,2.0,112.0,1245.0,,462.0,271.0,12.0,33.0,13.0,6.0,,347.0,1486.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/R1-50/R108-50.xml_log.log,1,,,5.88,13.0,0.0,2.239875e-14,86.0,,,,,"""src/Resultados/Restriccion_solo_cliques/logs/R108-50.xml_log.log""",4,0,13.0.2,R1-50,3989.0,262297.0,
linux64,2026-07-12 20:50:04,8,8,4,227252,141015,2008620,0x895ae364,750,139830,123975,1.0,40000.0,4.0,60.0,1.0,2000.0,1.0,40000.0,11.88,158517,140580,771915,571.3,67160,45.96,0,1195,1305362,7201.01,5224.27,,640.4,,,8.0,207.0,49.0,63.0,74.0,188.0,17.0,343.0,182.0,46.0,,143.0,58.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/R1-50/R109-50.xml_log.log,1,,,3.9,14.0,0.0,5.6982197e-14,61.0,,,1.0,,"""src/Resultados/Restriccion_solo_cliques/logs/R109-50.xml_log.log""",4,0,13.0.2,R1-50,1379.0,228631.0,
linux64,2026-07-13 00:52:59,8,8,4,241634,152085,2373015,0x616d543e,750,150930,135075,1.0,40000.0,4.0,60.0,1.0,2000.0,1.0,40000.0,16.07,169734,151680,851115,499.0,69488,58.68,0,604,618172,7201.04,5735.1,,527.8,,6.0,5.0,178.0,2779.0,,844.0,237.0,20.0,26.0,25.0,3.0,,420.0,5040.0,3.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/R1-50/R110-50.xml_log.log,1,,,5.91,13.0,0.0,1.7208457e-14,78.0,,,,,"""src/Resultados/Restriccion_solo_cliques/logs/R110-50.xml_log.log""",4,0,13.0.2,R1-50,9586.0,251220.0,
linux64,2026-07-13 04:55:08,8,8,4,244754,155205,2501625,0x27d44a35,750,154065,138210,1.0,40000.0,4.0,60.0,1.0,2000.0,1.0,40000.0,14.58,172929,154815,876795,496.6,69451,55.2,0,240,1043300,7200.79,4718.69,,520.6,,,2.0,170.0,680.0,,310.0,279.0,13.0,47.0,20.0,5.0,,359.0,858.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/R1-50/R111-50.xml_log.log,1,,,3.0,14.0,0.0,5.6482596e-15,73.0,,,,,"""src/Resultados/Restriccion_solo_cliques/logs/R111-50.xml_log.log""",4,0,13.0.2,R1-50,2743.0,247497.0,
linux64,2026-07-13 08:58:06,8,8,4,250154,160605,2770155,0xf760d39e,750,159510,143655,1.0,40000.0,4.0,60.0,1.0,2000.0,1.0,40000.0,12.6,178359,160260,922620,470.6,70199,45.51,0,5373,1810167,7215.63,4846.89,,495.9,,1.0,11.0,130.0,139.0,208.0,327.0,220.0,10.0,727.0,54.0,111.0,,60.0,143.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/R1-50/R112-50.xml_log.log,1,,,3.61,14.0,0.0,4.3992587e-14,61.0,,,,,"""src/Resultados/Restriccion_solo_cliques/logs/R112-50.xml_log.log""",4,0,13.0.2,R1-50,2141.0,252295.0,
linux64,2026-07-09 10:21:14,8,8,4,121485,72585,590430,0xf394482a,375,72090,63660,1.0,200000.0,7.0,60.0,1.0,2000.0,1.0,200000.0,2.71,82100,72465,357465,423.0,47244,38.9,0,4077,4439721,7200.63,7343.21,507.2,462.1,0.08892,4.0,10.0,41.0,34.0,23.0,23.0,28.0,2.0,60.0,8.0,13.0,,50.0,9.0,,8,10,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/R2-25/R201-25.xml_log.log,1,,,,,,,,,,,,"""src/Resultados/Restriccion_solo_cliques/logs/R201-25.xml_log.log""",4,0,13.0.2,R2-25,305.0,121790.0,8.892
linux64,2026-07-09 14:22:22,8,8,4,128198,77550,672345,0xf3cd18ab,375,77055,68625,1.0,200000.0,7.0,60.0,1.0,2000.0,1.0,200000.0,6.86,87163,77430,390885,367.8,66357,66.95,0,5274,3376942,7202.08,5665.34,471.0,390.5,0.170913,1.0,2.0,108.0,14.0,281.0,,82.0,2.0,394.0,217.0,9.0,,84.0,101.0,,8,10,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/R2-25/R202-25.xml_log.log,1,,,,,,,,,,,,"""src/Resultados/Restriccion_solo_cliques/logs/R202-25.xml_log.log""",4,0,13.0.2,R2-25,1295.0,129493.0,17.0913
linux64,2026-07-09 18:24:31,8,8,4,129338,78690,700140,0x68d8fef4,375,78195,69765,1.0,200000.0,7.0,60.0,1.0,2000.0,1.0,200000.0,5.21,88348,78570,401235,354.5,34083,40.02,0,5328,3150823,7201.05,5417.62,451.9,369.8,0.181677,,4.0,107.0,39.0,2.0,10.0,81.0,8.0,185.0,107.0,37.0,,103.0,16.0,,8,10,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/R2-25/R203-25.xml_log.log,1,,,,,,,,,,,,"""src/Resultados/Restriccion_solo_cliques/logs/R203-25.xml_log.log""",4,0,13.0.2,R2-25,699.0,130037.0,18.1677
linux64,2026-07-09 22:26:46,8,8,4,130439,79515,714570,0x7d4232d7,375,79020,70590,1.0,200000.0,7.0,60.0,1.0,2000.0,1.0,200000.0,7.11,89239,79395,406980,343.6,44489,42.37,0,6405,3470947,7200.7,6255.48,457.7,357.0,0.22001300000000001,,7.0,61.0,18.0,7.0,56.0,48.0,2.0,140.0,26.0,14.0,,63.0,5.0,,8,10,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/R2-25/R204-25.xml_log.log,1,,,,,,,,,,,,"""src/Resultados/Restriccion_solo_cliques/logs/R204-25.xml_log.log""",4,0,13.0.2,R2-25,447.0,130886.0,22.0013
linux64,2026-07-10 02:29:51,8,8,4,123270,74370,633960,0x0b8c7594,375,73875,65445,1.0,200000.0,7.0,60.0,1.0,2000.0,1.0,200000.0,4.63,83885,74250,373530,374.7,45275,47.37,0,5619,3093272,7200.5,5863.28,435.4,389.0,0.106569,,6.0,74.0,66.0,8.0,39.0,77.0,22.0,121.0,20.0,8.0,,76.0,8.0,,8,10,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/R2-25/R205-25.xml_log.log,1,,,,,,,,,,,,"""src/Resultados/Restriccion_solo_cliques/logs/R205-25.xml_log.log""",4,0,13.0.2,R2-25,525.0,123795.0,10.6569
linux64,2026-07-10 06:32:21,8,8,4,128918,78270,690090,0x48db6063,375,77775,69345,1.0,200000.0,7.0,60.0,1.0,2000.0,1.0,200000.0,5.43,87883,78150,397365,343.6,50445,36.07,0,2656,2901570,7200.75,5123.24,507.4,368.5,0.273749,,,7.0,,,,11.0,10.0,18.0,3.0,28.0,,5.0,,,8,10,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/R2-25/R206-25.xml_log.log,1,,,,,,,,,,,,"""src/Resultados/Restriccion_solo_cliques/logs/R206-25.xml_log.log""",4,0,13.0.2,R2-25,82.0,129000.0,27.374900000000004
linux64,2026-07-10 10:35:05,8,8,4,129533,78885,704955,0x36517bcf,375,78390,69960,1.0,200000.0,7.0,60.0,1.0,2000.0,1.0,200000.0,8.53,88543,78765,402990,343.6,43303,55.82,0,3263,2840624,7203.44,4691.43,471.9,358.9,0.23945799999999998,,3.0,242.0,32.0,16.0,12.0,96.0,89.0,584.0,49.0,24.0,,182.0,58.0,,8,10,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/R2-25/R207-25.xml_log.log,1,,1.0,,,,,,,,,,"""src/Resultados/Restriccion_solo_cliques/logs/R207-25.xml_log.log""",4,0,13.0.2,R2-25,1388.0,130921.0,23.9458
linux64,2026-07-10 14:37:54,8,8,4,130514,79590,716460,0x519ea4ce,375,79095,70665,1.0,200000.0,7.0,60.0,1.0,2000.0,1.0,200000.0,6.16,89314,79470,407655,343.6,44909,41.64,0,4938,2680048,7200.16,4692.68,,356.2,,,2.0,84.0,37.0,92.0,3.0,83.0,16.0,238.0,34.0,42.0,,78.0,21.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/R2-25/R208-25.xml_log.log,1,,,,,,,,,,,,"""src/Resultados/Restriccion_solo_cliques/logs/R208-25.xml_log.log""",4,0,13.0.2,R2-25,730.0,131244.0,
linux64,2026-07-10 18:42:13,8,8,4,128804,77880,673560,0x20be5d4a,375,77385,68955,1.0,200000.0,7.0,60.0,1.0,2000.0,1.0,200000.0,14.25,87469,77760,391980,355.7,43698,56.26,0,2395,2970252,7200.38,4777.24,,364.7,,,1.0,150.0,19.0,257.0,2.0,59.0,6.0,193.0,135.0,17.0,,25.0,22.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/R2-25/R209-25.xml_log.log,1,,,,,,,,,,,,"""src/Resultados/Restriccion_solo_cliques/logs/R209-25.xml_log.log""",4,0,13.0.2,R2-25,886.0,129690.0,
linux64,2026-07-10 22:45:38,8,8,4,128601,78045,685815,0x0f28111b,375,77550,69120,1.0,200000.0,7.0,60.0,1.0,2000.0,1.0,200000.0,10.61,87611,77925,395850,354.5,57380,62.65,0,3058,2736352,7206.9,5424.95,453.4,391.8,0.135862,,4.0,107.0,31.0,670.0,15.0,77.0,8.0,815.0,112.0,47.0,,98.0,139.0,,8,10,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/R2-25/R210-25.xml_log.log,1,,,,,,,,,,1.0,,"""src/Resultados/Restriccion_solo_cliques/logs/R210-25.xml_log.log""",4,0,13.0.2,R2-25,2124.0,130725.0,13.586200000000002
linux64,2026-07-11 02:48:33,8,8,4,130679,79755,720240,0xe5ddcf73,375,79260,70830,1.0,200000.0,7.0,60.0,1.0,2000.0,1.0,200000.0,8.27,89359,79635,408900,343.6,33632,35.4,0,4817,2824284,7200.21,6722.02,,356.2,,,8.0,62.0,29.0,65.0,7.0,51.0,9.0,227.0,15.0,36.0,,84.0,19.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/R2-25/R211-25.xml_log.log,1,,,,,,,,,,,,"""src/Resultados/Restriccion_solo_cliques/logs/R211-25.xml_log.log""",4,0,13.0.2,R2-25,612.0,131291.0,
linux64,2026-07-09 12:21:50,8,8,4,252299,154470,2022630,0xd4c8aa70,750,153525,136680,1.0,200000.0,4.0,60.0,1.0,2000.0,1.0,200000.0,11.53,173544,154275,806655,720.4,84280,74.33,0,1068,1092221,7200.93,5456.18,,720.4,,,,,,,,,,,,,,,,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/R2-50/R201-50.xml_log.log,1,,,4.72,12.0,0.0,7.0554673e-14,90.0,,,,,"""src/Resultados/Restriccion_solo_cliques/logs/R201-50.xml_log.log""",4,0,13.0.2,R2-50,0.0,252299.0,
linux64,2026-07-09 16:23:19,8,8,4,270942,169065,2502180,0x985f46bb,750,168120,151275,1.0,200000.0,4.0,60.0,1.0,2000.0,1.0,200000.0,12.2,188332,168870,911820,554.6,86985,60.28,0,198,1084688,7204.93,4730.02,,577.0,,,3.0,92.0,3234.0,,610.0,335.0,50.0,12.0,3.0,21.0,,311.0,3607.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/R2-50/R202-50.xml_log.log,1,,,5.82,13.0,0.0,4.241052e-14,76.0,,,,,"""src/Resultados/Restriccion_solo_cliques/logs/R202-50.xml_log.log""",4,0,13.0.2,R2-50,8278.0,279220.0,
linux64,2026-07-09 20:25:36,8,8,4,277532,174735,2721900,0x6935fd31,750,173790,156945,1.0,200000.0,4.0,60.0,1.0,2000.0,1.0,200000.0,16.36,194127,174540,957030,499.8,87158,61.87,0,5273,1430093,7201.39,5291.17,,499.8,,5.0,,593.0,300.0,,863.0,350.0,149.0,5.0,3.0,1.0,,192.0,63.0,20.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/R2-50/R203-50.xml_log.log,1,,,6.82,12.0,0.0,6.1020633e-14,85.0,,,,,"""src/Resultados/Restriccion_solo_cliques/logs/R203-50.xml_log.log""",4,0,13.0.2,R2-50,2544.0,280076.0,
linux64,2026-07-10 00:28:21,8,8,4,281500,178335,2879895,0x15ae22c0,750,177390,160545,1.0,200000.0,4.0,60.0,1.0,2000.0,1.0,200000.0,19.52,197870,178140,987270,476.4,85858,96.36,0,4548,1246356,7234.54,4443.38,,493.9,,,19.0,105.0,135.0,562.0,334.0,120.0,12.0,1017.0,26.0,26.0,,180.0,168.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/R2-50/R204-50.xml_log.log,1,,2.0,8.88,13.0,0.0,1.9717997e-12,122.0,,,,,"""src/Resultados/Restriccion_solo_cliques/logs/R204-50.xml_log.log""",4,0,13.0.2,R2-50,2706.0,284206.0,
linux64,2026-07-10 04:31:24,8,8,4,260614,161865,2331030,0xa96129eb,750,160920,144075,1.0,200000.0,4.0,60.0,1.0,2000.0,1.0,200000.0,23.3,180959,161670,867120,574.0,84845,67.56,0,492,1035325,7201.25,5450.86,,588.1,,,3.0,63.0,2448.0,,844.0,781.0,18.0,11.0,25.0,1.0,,346.0,2232.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/R2-50/R205-50.xml_log.log,1,,,8.01,12.0,0.0,2.1346813e-13,97.0,,,,,"""src/Resultados/Restriccion_solo_cliques/logs/R205-50.xml_log.log""",4,0,13.0.2,R2-50,6772.0,267386.0,
linux64,2026-07-10 08:33:41,8,8,4,273777,171900,2641725,0x419f4892,750,170955,154110,1.0,200000.0,4.0,60.0,1.0,2000.0,1.0,200000.0,14.72,191167,171705,937275,501.7,84582,68.44,0,5236,1383323,7200.57,4670.52,,501.7,,2.0,4.0,842.0,1120.0,,730.0,394.0,18.0,2.0,1.0,,,239.0,88.0,551.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/R2-50/R206-50.xml_log.log,1,,,9.99,12.0,0.0,9.742207e-15,88.0,,,,,"""src/Resultados/Restriccion_solo_cliques/logs/R206-50.xml_log.log""",4,0,13.0.2,R2-50,3991.0,277768.0,
linux64,2026-07-10 12:36:27,8,8,4,278732,175935,2781120,0x081d2992,750,174990,158145,1.0,200000.0,4.0,60.0,1.0,2000.0,1.0,200000.0,22.65,195327,175740,967800,473.2,86682,73.56,0,3973,993190,7200.88,4327.51,,482.7,,,9.0,25.0,32.0,635.0,293.0,94.0,,448.0,42.0,,,39.0,183.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/R2-50/R207-50.xml_log.log,1,,,7.17,11.0,0.0,4.0425996e-14,101.0,,,,,"""src/Resultados/Restriccion_solo_cliques/logs/R207-50.xml_log.log""",4,0,13.0.2,R2-50,1800.0,280532.0,
linux64,2026-07-10 16:39:48,8,8,4,281620,178455,2886750,0xeb089808,750,177510,160665,1.0,200000.0,4.0,60.0,1.0,2000.0,1.0,200000.0,22.75,197990,178260,988350,470.6,86570,126.26,0,3612,814490,7203.36,2854.5,,470.6,,,9.0,67.0,285.0,,591.0,154.0,,,5.0,,,324.0,116.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/R2-50/R208-50.xml_log.log,1,,,9.1,13.0,0.0,2.1371793e-15,147.0,,,,,"""src/Resultados/Restriccion_solo_cliques/logs/R208-50.xml_log.log""",4,0,13.0.2,R2-50,1551.0,283171.0,
linux64,2026-07-10 20:44:02,8,8,4,271977,170100,2569530,0x5c6cf76f,750,169155,152310,1.0,200000.0,4.0,60.0,1.0,2000.0,1.0,200000.0,22.36,189292,169905,920940,532.5,85044,139.71,0,5301,1319232,7200.17,4979.58,,532.5,,6.0,12.0,234.0,228.0,,618.0,394.0,1.0,7.0,6.0,,,309.0,58.0,48.0,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/R2-50/R209-50.xml_log.log,1,,,25.25,11.0,0.0,3.8344328e-14,172.0,,,,,"""src/Resultados/Restriccion_solo_cliques/logs/R209-50.xml_log.log""",4,0,13.0.2,R2-50,1921.0,273898.0,
linux64,2026-07-11 00:47:18,8,8,4,272291,171150,2637375,0x384ea1bb,750,170205,153360,1.0,200000.0,4.0,60.0,1.0,2000.0,1.0,200000.0,26.76,190311,170955,935160,506.5,85730,122.61,0,1277,1378409,7200.06,5379.57,,511.5,,,1.0,13.0,33.0,,,30.0,,,,,,102.0,7.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/R2-50/R210-50.xml_log.log,1,,,8.39,12.0,0.0,1.0123031e-12,168.0,,,,,"""src/Resultados/Restriccion_solo_cliques/logs/R210-50.xml_log.log""",4,0,13.0.2,R2-50,186.0,272477.0,
linux64,2026-07-11 04:50:33,8,8,4,278622,176745,2877180,0xe2416c2f,750,175800,158955,1.0,200000.0,4.0,60.0,1.0,2000.0,1.0,200000.0,23.8,195952,176550,980775,470.6,86787,122.21,0,5161,1449837,7203.87,5087.36,,491.7,,,27.0,133.0,76.0,440.0,109.0,357.0,8.0,717.0,22.0,25.0,,20.0,163.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/R2-50/R211-50.xml_log.log,1,,,11.67,12.0,0.0,8.1198936e-14,156.0,,,,,"""src/Resultados/Restriccion_solo_cliques/logs/R211-50.xml_log.log""",4,0,13.0.2,R2-50,2097.0,280719.0,
linux64,2026-07-11 06:52:06,8,8,4,91060,53655,366435,0x8da440ae,360,53055,44880,1.0,40000.0,2.0,60.0,1.0,2000.0,1.0,40000.0,2.49,62441,53415,263160,331.9,42087,33.7,0,10887,4125058,7200.61,7754.56,551.0,351.3,0.36243200000000003,,,5.0,15.0,,10.0,4.0,,1.0,3.0,,,8.0,1.0,,8,8,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/RC1-25/RC101-25.xml_log.log,1,,,,,,,,,,,,"""src/Resultados/Restriccion_solo_cliques/logs/RC101-25.xml_log.log""",4,0,13.0.2,RC1-25,47.0,91107.0,36.2432
linux64,2026-07-11 10:54:14,8,8,4,99820,58965,407025,0x76fd051c,375,58350,50190,1.0,40000.0,2.0,60.0,1.0,2000.0,1.0,40000.0,4.09,67901,58725,289470,298.3,51442,43.33,0,18901,6852935,7200.12,8292.66,,314.0,,3.0,1.0,1.0,22.0,,20.0,10.0,,,6.0,,,36.0,2.0,,8,0,TIME_LIMIT,MIP,{'Threads': 4},/home/cgonzalez/mE-VRSPTW/src/Resultados/Restriccion_solo_cliques/logs/RC1-25/RC102-25.xml_log.log,1,,,,,,,,,,,,"""src/Resultados/Restriccion_solo_cliques/logs/RC102-25.xml_log.log""",4,0,13.0.2,RC1-25,101.0,99921.0,
